#SampleID	env_package	empo_1	empo_2	empo_3	is_emp	is_agp
2192.H01a.Bathroom.Door.Knob.6.lane1.NoIndex.L001	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H03a.Foot.1496.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H01a.Nose.156.lane6.NoIndex.L006	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000082912	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000009526	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.X00161690	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000054283	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000047861	human-gut	Host-associated	Animal	Animal distal gut	False	True
550.L4S283.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
550.L4S158.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
550.L4S162.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
550.L4S246.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000007601	human-skin	Host-associated	Animal	Animal surface	False	True
550.L1S313.s.1.sequence	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.X00214659	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H07a.Bathroom.Door.Knob.3726.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
550.L4S261.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
550.L4S78.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H04a.Dog.Foot.1868.lane6.NoIndex.L006	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000007307	human-skin	Host-associated	Animal	Animal surface	False	True
550.L3S33.s.3.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000037600	human-oral	Host-associated	Animal	Animal secretion	False	True
10317.000007394	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000007522	human-skin	Host-associated	Animal	Animal surface	False	True
550.L1S144.s.1.sequence	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000002350	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000007338	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000001546	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000039517	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000012553	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000007611	human-skin	Host-associated	Animal	Animal surface	False	True
550.L4S287.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000012459	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H02a.Hand.631.lane2.NoIndex.L002	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000023875	human-oral	Host-associated	Animal	Animal secretion	False	True
2192.H06b.Bathroom.Door.Knob.3222.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
550.L4S225.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000012421	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000007615	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H06a.Foot.3011.lane5.NoIndex.L005	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000007609	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000005081	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000155207	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H05b.Foot.2504.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H05b.Nose.2772.lane5.NoIndex.L005	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
550.L4S270.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000015704	human-skin	Host-associated	Animal	Animal surface	False	True
550.L1S176.s.1.sequence	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
550.L4S92.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000005634	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H01a.Bathroom.Door.Knob.174.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
550.L3S1.s.3.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H07b.Kitchen.Light.Switch.4155.lane6.NoIndex.L006	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
550.L4S170.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H05b.Bathroom.Door.Knob.2862.lane1.NoIndex.L001	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000099244	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H06a.Hand.3007.lane5.NoIndex.L005	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
550.L2S10.s.2.sequence	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000007314	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000031099	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000003701	human-skin	Host-associated	Animal	Animal surface	False	True
10317.X00215634	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000046908	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000050929	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H04a.Hand.1903.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000082716	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H06b.Hand.3223.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000003360	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H05b.Nose.2652.lane5.NoIndex.L005	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.X00168036	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000035167	human-oral	Host-associated	Animal	Animal secretion	False	True
10317.000007471	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.X00175749	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H01a.Bathroom.Door.Knob.294.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000015771	human-gut	Host-associated	Animal	Animal distal gut	False	True
550.L5S69.s.5.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
550.L4S56.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000066848	human-skin	Host-associated	Animal	Animal surface	False	True
864.9.OTC.addV.noG.noW.lane2.NoIndex	soil	Free-living	Non-saline	Soil (non-saline)	True	False
2192.H01a.Bathroom.Door.Knob.126.lane1.NoIndex.L001	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000005553	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H02a.Nose.777.lane6.NoIndex.L006	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H03a.Nose.1335.lane6.NoIndex.L006	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000007228	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000035384	human-oral	Host-associated	Animal	Animal secretion	False	True
10317.000050838	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000003223	human-skin	Host-associated	Animal	Animal surface	False	True
550.L4S74.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H01a.Bathroom.Door.Knob.318.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000007593	human-skin	Host-associated	Animal	Animal surface	False	True
550.L2S346.s.2.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
550.L4S282.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H04a.Dog.Foot.1943.lane6.NoIndex.L006	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H02a.Bedroom.Floor.892.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H06b.Bathroom.Door.Knob.3102.lane1.NoIndex.L001	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000007454	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000034637	human-oral	Host-associated	Animal	Animal secretion	False	True
10317.000015187	human-skin	Host-associated	Animal	Animal surface	False	True
550.L4S75.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000067761	human-gut	Host-associated	Animal	Animal distal gut	False	True
550.L4S63.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.X00214968	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H02a.Bedroom.Floor.604.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H02a.Bathroom.Door.Knob.774.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000013018	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000058910	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000112908	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000051172	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000082968	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H06b.Bedroom.Floor.3220.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H02a.Kitchen.Light.Switch.651.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000002056	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000007126	human-oral	Host-associated	Animal	Animal secretion	False	True
10317.000063219	human-skin	Host-associated	Animal	Animal surface	False	True
550.L4S108.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000041534	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H06b.Hand.3274.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000030584	human-oral	Host-associated	Animal	Animal secretion	False	True
2192.H06b.Hand.3325.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000108109	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000007749	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000005912	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H04a.Nose.2079.lane5.NoIndex.L005	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000015695	human-skin	Host-associated	Animal	Animal surface	False	True
550.L4S178.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H02a.Hand.655.lane2.NoIndex.L002	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.X00215153	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H04a.Dog.Foot.1841.lane6.NoIndex.L006	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000089667	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000012828	human-skin	Host-associated	Animal	Animal surface	False	True
550.L4S189.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000035471	human-oral	Host-associated	Animal	Animal secretion	False	True
10317.000054234	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000005791	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000103694	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000015186	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H07a.Kitchen.Light.Switch.3723.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000067586	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.X00167448	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.X00178957	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H02a.Kitchen.Light.Switch.843.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
550.L4S91.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
550.L2S149.s.2.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H07a.Hand.3631.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000085154	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H03a.Foot.1358.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H01a.Bathroom.Door.Knob.78.lane1.NoIndex.L001	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H04a.Nose.1911.lane6.NoIndex.L006	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000015776	human-gut	Host-associated	Animal	Animal distal gut	False	True
550.L2S40.s.2.sequence	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000074610	human-gut	Host-associated	Animal	Animal distal gut	False	True
550.L4S71.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000066853	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000012696	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000046966	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H01a.Hand.232.lane2.NoIndex.L002	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000027737	human-oral	Host-associated	Animal	Animal secretion	False	True
10317.000029263	human-oral	Host-associated	Animal	Animal secretion	False	True
550.L2S353.s.2.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
550.L4S274.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000015165	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000005574	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H02a.Kitchen.Light.Switch.723.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000102680	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H05b.Kitchen.Light.Switch.2547.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000007563	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000054271	human-skin	Host-associated	Animal	Animal surface	False	True
550.L4S121.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000031418	human-gut	Host-associated	Animal	Animal distal gut	False	True
550.L4S242.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H01a.Bedroom.Floor.124.lane1.NoIndex.L001	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000007229	human-gut	Host-associated	Animal	Animal distal gut	False	True
550.L4S88.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H01a.Hand.7.lane1.NoIndex.L001	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H05b.Foot.2459.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000015829	human-gut	Host-associated	Animal	Animal distal gut	False	True
550.L4S165.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000007442	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H04a.Hand.1927.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000049793	human-gut	Host-associated	Animal	Animal distal gut	False	True
550.L4S181.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.X00214222	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000036442	human-oral	Host-associated	Animal	Animal secretion	False	True
10317.000012693	human-oral	Host-associated	Animal	Animal secretion	False	True
10317.000007218	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H03a.Kitchen.Light.Switch.1251.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H04a.Dog.Nose.2085.lane6.NoIndex.L006	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H06b.Bathroom.Door.Knob.3342.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.X00214967	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H05b.Bathroom.Door.Knob.2526.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H07b.Bathroom.Door.Knob.4062.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000026526	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000007084	human-skin	Host-associated	Animal	Animal surface	False	True
550.L4S209.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
550.L4S182.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H05b.Bathroom.Door.Knob.2982.lane1.NoIndex.L001	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
1673.MBS119.3D		Free-living	Saline	Sediment (saline)	True	False
10317.000116165	human-gut	Host-associated	Animal	Animal distal gut	False	True
550.L4S167.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H01a.Kitchen.Light.Switch.315.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H07a.Cat.Paw.3757.lane6.NoIndex.L006	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
550.L4S23.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000007413	human-oral	Host-associated	Animal	Animal secretion	False	True
10317.000072364	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H03a.Bathroom.Door.Knob.1518.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000028832	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000039870	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.X00179625	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000151125	human-skin	Host-associated	Animal	Animal surface	False	True
550.L5S44.s.5.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
550.L4S278.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000028242	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000084472	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H02a.Bathroom.Door.Knob.606.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000046911	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000039655	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000005291	human-skin	Host-associated	Animal	Animal surface	False	True
550.L2S320.s.2.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H07b.Foot.4160.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H03a.Kitchen.Light.Switch.1323.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000012444	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000010411	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000072842	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H04a.Dog.Foot.2057.lane6.NoIndex.L006	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H03a.Kitchen.Light.Switch.1467.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000069085	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.X00214152	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H02a.Bedroom.Floor.700.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
550.L4S179.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000007230	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H05b.Nose.2940.lane5.NoIndex.L005	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000023525	human-gut	Host-associated	Animal	Animal distal gut	False	True
550.L4S220.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
550.L4S160.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000060009	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000007515	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000010406	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H06b.Foot.3227.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H03a.Hand.1237.lane5.NoIndex.L005	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H03a.Hand.1309.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
550.L4S166.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.X00214387	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000007590	human-skin	Host-associated	Animal	Animal surface	False	True
10317.X00164404	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000007347	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H03a.Foot.1307.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H03a.Hand.1375.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H03a.Nose.1503.lane6.NoIndex.L006	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H07b.Bathroom.Door.Knob.4158.lane6.NoIndex.L006	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000010324	human-skin	Host-associated	Animal	Animal surface	False	True
550.L4S84.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000007773	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000007131	human-skin	Host-associated	Animal	Animal surface	False	True
550.L4S188.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.X00161856	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000049790	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000012506	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H04a.Dog.Foot.1991.lane6.NoIndex.L006	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000059898	human-gut	Host-associated	Animal	Animal distal gut	False	True
550.L4S271.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
1064.G.CJV228	host-associated	Host-associated	Animal	Animal corpus	True	False
2192.H01a.Kitchen.Floor.98.lane1.NoIndex.L001	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H02a.Kitchen.Light.Switch.771.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000085143	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H04a.Kitchen.Light.Switch.1827.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H05b.Foot.2675.lane5.NoIndex.L005	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
550.L4S279.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000007469	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H01a.Kitchen.Light.Switch.171.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H05b.Nose.2508.lane5.NoIndex.L005	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000010330	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000040493	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000007112	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H05b.Hand.2554.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000005652	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000012706	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H02a.Bathroom.Door.Knob.654.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H03a.Kitchen.Light.Switch.1395.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
2192.H07b.Hand.4066.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000007223	human-skin	Host-associated	Animal	Animal surface	False	True
10317.X00192643	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H03a.Foot.1475.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
550.L1S142.s.1.sequence	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.X00165894	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000067680	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000093407	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000012476	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H05b.Foot.2768.lane5.NoIndex.L005	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.X00180478	human-gut	Host-associated	Animal	Animal distal gut	False	True
550.L4S72.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000100490	human-gut	Host-associated	Animal	Animal distal gut	False	True
550.L4S183.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000030576	human-skin	Host-associated	Animal	Animal surface	False	True
550.L4S50.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000015647	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H01a.Bathroom.Door.Knob.30.lane1.NoIndex.L001	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000007219	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000049791	human-skin	Host-associated	Animal	Animal surface	False	True
550.L1S239.s.1.sequence	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H04a.Hand.1861.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
