relativeIndex	absoluteIndex	id	name	parentId	description
2094	3962	CHEMONT:0003970	Halopyridines	CHEMONT:0000089	Organic compounds containing a pyridine ring substituted at one or more positions by a halogen atom.
2095	3963	CHEMONT:0003971	Polyhalopyridines	CHEMONT:0003970	Organic compounds containing a pyridine ring substituted at two or more positions by a halogen atom.
2096	3964	CHEMONT:0003972	3-pyridinecarbonitriles	CHEMONT:0000089	Organic compounds containing a pyridine ring substituted at the 3-position by a carbonitrile group.
2097	3970	CHEMONT:0003978	Hydroxybenzaldehydes	CHEMONT:0001345	Organic aromatic compounds containing a benzene ring carrying an aldehyde group and a hydroxyl group.
2098	3971	CHEMONT:0003979	Benzyl bromides	CHEMONT:0003981	Organic compounds containing  a benzene skeleton substituted with a bromomethyl group.
2099	3972	CHEMONT:0003980	Benzyl chlorides	CHEMONT:0003981	Organic compounds containing  a benzene skeleton substituted with a chloromethyl group.
2100	3973	CHEMONT:0003981	Benzyl halides	CHEMONT:0002279	Organic compounds containing  a benzene skeleton substituted with a halomethyl group.
2101	3976	CHEMONT:0003984	Arsines	CHEMONT:0000405	AsH3 and compounds derived from it by substituting one, two or three hydrogen atoms by hydrocarbyl groups: R3As, RAsH2, R2AsH, R3As (R is not H) are called primary, secondary and tertiary arsines, respectively.
2102	3978	CHEMONT:0003986	Arsine oxides	CHEMONT:0004280	Hydrocarbyl derivatives of H3As=O.
2103	3981	CHEMONT:0003989	Acylals	CHEMONT:0001238	Diesters of geminal diols.
2104	3984	CHEMONT:0003992	Organic triazanes	CHEMONT:0000278	Organic compounds containing the triazane group (NH2NHNH2) or a hydrocarbyl derivative thereof.
2105	3985	CHEMONT:0003993	Aminoxides	CHEMONT:0000278	Hydrocarbyl derivatives of the aminoxide anion, with the general formula R3N+[O-] or R3N=O.
2106	3989	CHEMONT:0003997	Organic transition metal salts	CHEMONT:0004036	Organic salt compounds containing a transition metal atom in its ionic form.
2107	3990	CHEMONT:0003998	Organic metalloid salts	CHEMONT:0004036	Organic salt compounds containing a metalloid atom in its ionic form.
2108	3991	CHEMONT:0003999	Methoxyanilines	CHEMONT:0000284	Organic compound containing an aniline group substituted at one or more positions by a methoxy group.
2109	3992	CHEMONT:0004000	2-aminobenzamides	CHEMONT:0001917	Organic compounds containing a benzamide moiety with an amine group attached to the 2-position of the benzene ring.
2110	3993	CHEMONT:0004001	2-amino-1,3,4-thiadiazoles	CHEMONT:0002562	Thiadiazoles with an amino group attached to the 2-position of a 1,3,4-thiadiazole ring.
2111	3994	CHEMONT:0004002	2-amino-5-substituted-1,3,4-thiadiazoles	CHEMONT:0004001	Thiadiazoles with an amino group attached to the 2-position of a 1,3,4-thiadiazole ring, as well as a substituent at the 5-position.
2112	3995	CHEMONT:0004003	2-amino-1,3-thiazoles	CHEMONT:0002329	Compounds containing a 1,3-thiazole ring substituted by an amine group at the 2-position.
2113	3996	CHEMONT:0004004	2-aminothiophenes	CHEMONT:0001936	Organic compounds containing an amino group conjugated to a thiophene ring at the 2-position.
2114	3997	CHEMONT:0004005	3,4,5-trisubstituted-2-aminothiophenes	CHEMONT:0004004	Organic compounds containing a thiophene ring substituted  at the 2-,3-,4-, and 5-position, with an amine group at the 2-position.
2115	3998	CHEMONT:0004006	N-arylated-2-aminothiophenes	CHEMONT:0004004	Organic compounds containing an arylated amino group conjugated to a thiophene ring at the 2-position.
2116	3999	CHEMONT:0004007	Benzazocines	CHEMONT:0002279	Organic compounds containing the benzazocine ring system, which consists of a benzene ring bound to an azocine ring.
2117	4000	CHEMONT:0004008	Chloroquinolines	CHEMONT:0004403	Compounds containing a quinoline moiety, which carries one or more chlorine atoms.
2118	4001	CHEMONT:0004009	Phthalate esters	CHEMONT:0001105	Ester derivatives of phthalic acids, which are based on a benzene dicarboxylic acid skeleton.
2119	4002	CHEMONT:0004010	m-Phthalate esters	CHEMONT:0004009	Ester derivatives of m-phthalic acids, which are based on a benzene 1,3-dicarboxylic acid skeleton.
2120	4004	CHEMONT:0004012	p-Phthalate esters	CHEMONT:0004009	Ester derivatives of p-phthalic acids, which are based on a benzene 1,4-dicarboxylic acid skeleton.
2121	4005	CHEMONT:0004013	C19-gibberellin 6-carboxylic acids	CHEMONT:0002998	C19-gibberellins with a carboxyl group at the 6-position.
2122	4012	CHEMONT:0004020	Vinylogous thioesters	CHEMONT:0000264	Organic compounds containing a thioester group, which is indirectly attached to a carbonyl via an intervening vinyl (>C=C<) moiety.
2123	4028	CHEMONT:0004036	Organic metal salts	CHEMONT:0003865	Organic salt compounds containing a metal atom in its ionic form.
2124	4047	CHEMONT:0004055	Trivalent organic arsenic compounds	CHEMONT:0000405	Organoarsenic compounds in which a carbon is linked to a trivalent arsenic atom.
2125	4048	CHEMONT:0004056	Pentavalent organic arsenic compounds	CHEMONT:0000405	Organoarsenic compounds in which a carbon is linked to a pentavalent arsenic atom.
2126	4051	CHEMONT:0004059	Trialkylarsanes	CHEMONT:0004237	Organoarsenic compounds containing a trivalent arsenic atom linked to three alkyl groups.
2127	4071	CHEMONT:0004079	Vinylaziridines	CHEMONT:0000103	Compounds containing an aziridine ring substituted by one or more vinyl groups.
2128	4072	CHEMONT:0004080	N-vinylaziridines	CHEMONT:0004079	Compounds containing an aziridine ring where the nitrogen atom is substituted by a vinyl group.
2129	4073	CHEMONT:0004081	Iridoid O-glycosides	CHEMONT:0002049	Iridoid monoterpenes containing a glycosyl (usually a pyranosyl) moiety linked to the iridoid skeleton.
2130	4075	CHEMONT:0004083	1-benzylquinolines	CHEMONT:0001253	Organic aromatic compounds containing a quinoline that is substituted at the 1-position by a benzyl group.
2131	4081	CHEMONT:0004089	Dialkyldisulfides	CHEMONT:0002800	Organic compounds containing a disulfide group R-SS-R' where R and R' are both alkyl groups.
2132	4083	CHEMONT:0004091	Alkyl nitrates	CHEMONT:0000395	Organic compounds containing a nitrate that is O-linked to an alkyl group.
2133	4085	CHEMONT:0004093	Alkyl nitrites	CHEMONT:0000396	Organic compounds containing an alkyl group linked to a nitrite group.
2134	4088	CHEMONT:0004096	Mitomycins, mitosane and mitosene derivatives	CHEMONT:0000390	A group of pyrroloindolediones, which carry a methyl group at the 6-position of their quinone moiety. The mitosane (containing an aziridine) and mitosene server as backbone for mitomycins and their derivatives.
2135	4089	CHEMONT:0004097	1,4-benzodiazepines	CHEMONT:0000295	Organic compounds containing a benzene ring fused to a 1,4-azepine.
2136	4090	CHEMONT:0004098	Imidazo[1,5-a][1,4]benzodiazepines	CHEMONT:0004097	Compounds containing an imidazole ring and a 1,4-benzodiazepine ring system, both sharing one nitrogen atom.
2137	4091	CHEMONT:0004099	Organic alkali metal salts	CHEMONT:0004036	Organic salts of an alkali metal. The alkali metal atom is usually in its ionic form.
2138	4097	CHEMONT:0004105	1,3,5-triazines	CHEMONT:0000098	Compounds containing a triazine ring, which is a heterocyclic ring, similar to the six-member benzene ring but with three carbons replaced by nitrogen atoms, at ring positions 1, 3, and 5.
2139	4098	CHEMONT:0004106	1,2,3-triazines	CHEMONT:0000098	Compounds containing a triazine ring, which is a heterocyclic ring, similar to the six-member benzene ring but with three carbons replaced by nitrogen atoms, at ring positions 1, 2, and 3.
2140	4099	CHEMONT:0004107	1,2,4-triazines	CHEMONT:0000098	Compounds containing a triazine ring, which is a heterocyclic ring, similar to the six-member benzene ring but with three carbons replaced by nitrogen atoms, at ring positions 1, 2, and 4.
2141	4100	CHEMONT:0004108	Nitrotoluenes	CHEMONT:0001091	Organic aromatic compounds containing a benzene that carries a single methyl group and at least 1 nitro group.
2142	4101	CHEMONT:0004109	Menaquinones	CHEMONT:0001547	Vitamin K2 compounds consisting of a naphtho-1,4-quinone ring system, which is substituted at the 2-position by an isoprenyl side-chain, and usually, at the 3-position by a methyl group.
2143	4102	CHEMONT:0004110	1-benzoylpiperidines	CHEMONT:0000321	Compounds containing a piperidine ring substituted at the 1-position with a benzoyl group.
2144	4103	CHEMONT:0004111	Dimethoxybenzenes	CHEMONT:0004113	Organic aromatic compounds containing a monocyclic benzene moiety carrying exactly two methoxy groups.
2145	4104	CHEMONT:0004112	Benzoyl peroxides	CHEMONT:0002279	Organic compounds containing two benzoyl groups O-linked to each other via a peroxide group. Their skeleton has the general formula [C6H5C(O)]2O2.
2146	4105	CHEMONT:0004113	Methoxybenzenes	CHEMONT:0002279	Organic aromatic compounds containing a monocyclic benzene moiety carrying exactly or one more methoxy groups.
2147	4108	CHEMONT:0004116	N,S-acetals	CHEMONT:0001666	Organosulfur compounds with the generic structure RC(SR')N([H])C=O, where R,R'= H or organyl group.
2148	4109	CHEMONT:0004117	C-nitro compounds	CHEMONT:0001152	Compounds having the nitro group, -NO2 (free valence on nitrogen), which is attached to carbon.
2149	4112	CHEMONT:0004120	Lycorine-type amaryllidaceae alkaloids	CHEMONT:0001775	Amaryllidaceae alkaloids compounds containing the lycorine skeleton, made up of a pyrrolo[d,e]phenanthridine ring system.
2150	4113	CHEMONT:0004121	Norbelladine-type amaryllidaceae alkaloids	CHEMONT:0001775	Amaryllidaceae alkaloids compounds containing the norbelladine skeleton.  They are derived initially from the condensation of tyramine and protocatechuic aldehyde or its derivatives in plants.
2151	4114	CHEMONT:0004122	Homolycorine-type amaryllidaceae alkaloids	CHEMONT:0001775	Amaryllidaceae alkaloids compounds containing the homolycorine skeleton, made up of a [3,4-g]benzopyranone ring due to the oxidation of the hydroxyl group at the C6. They are biogenetically formed through a restructuring of lycorine-type alkaloids.
2152	4115	CHEMONT:0004123	Crinine- and Haemanthamine-type amaryllidaceae alkaloids	CHEMONT:0001775	Amaryllidaceae alkaloids compounds with a structure based on the crinine or haemanthamine backbone. Both backbones have a common 5,10b-ethano bridge moiety in their frameworks, which is a very significant taxonomic feature, and the configurations of the 5,10b-ethano bridge are opposite to each other.
2153	4120	CHEMONT:0004128	Galanthamine-type amaryllidaceae alkaloids	CHEMONT:0001775	Amaryllidaceae alkaloids with a structure characterized a tetracyclic skeleton with two ortho aromatic protons in ring A.
2154	4121	CHEMONT:0004129	Phenanthridine- and phenanthridone-type amaryllidaceae alkaloids	CHEMONT:0001775	Amaryllidaceae alkaloids compounds based on the phenanthridine or the phenanthridone skeleton. Phenanthridone-type alkaloids have the highest oxygenated C ring in all Amaryllidaceae alkaloids, and they always show an amide group in ring B. On the contrary, alkaloids of the phenanthridine type often show completely aromatic ring system, occasionally with a methylation quaternary nitrogen atom.
2155	4123	CHEMONT:0004131	6,7-benzomorphans	CHEMONT:0000279	Opioid alkaloids based on the tricyclic 6,7-benzomorphan skeleton. Benzomorphans are derived from morpholine, but lack its C ring.
2156	4124	CHEMONT:0004132	Alpha-imino acid and derivatives	CHEMONT:0000265	Organic acids containing an imino group attached to a carbon, which in turn is immediately linked to a carboxyl group (or a derivative thereof).
2157	4131	CHEMONT:0004139	Azacyclic compounds	CHEMONT:0000002	Organic compounds containing an heterocycle with at least one nitrogen atom and one carbon atom linked to each other.
2158	4132	CHEMONT:0004140	Oxacyclic compounds	CHEMONT:0000002	Organic compounds containing an heterocycle with at least one oxygen atom linked to a ring carbon.
2159	4133	CHEMONT:0004141	Phosphacyclic compounds	CHEMONT:0000002	Organic compounds containing an heterocycle with at least one phosphorus atom and one carbon atom linked to each other.
2160	4135	CHEMONT:0004143	Methionine and derivatives	CHEMONT:0000060	Compounds containing methionine or a derivative thereof resulting from reaction of methionine at the amino group or the carboxy group, or from the replacement of any hydrogen of glycine by a heteroatom.
2161	4136	CHEMONT:0004144	Heteroaromatic compounds	CHEMONT:0000002	Compounds containing an aromatic ring where a carbon atom is linked to an hetero atom.
2162	4137	CHEMONT:0004145	D-alpha-amino acids	CHEMONT:0002404	Alpha amino acids which have the D-configuration of the alpha-carbon atom.
2163	4138	CHEMONT:0004146	L-alpha-amino acids	CHEMONT:0002404	Alpha amino acids which have the L-configuration of the alpha-carbon atom.
2164	4139	CHEMONT:0004147	Phenylpyridazines	CHEMONT:0000074	Organic compounds containing a pyridazine ring substituted by a phenyl group.
2165	4140	CHEMONT:0004148	N-acyl-L-alpha-amino acids	CHEMONT:0002402	N-acylated alpha amino acids which have the L-configuration of the alpha-carbon atom.
2166	4141	CHEMONT:0004149	Polycyclic hydrocarbons	CHEMONT:0002837	Polycyclic organic compounds made up only of carbon and hydrogen atoms.
2167	4142	CHEMONT:0004150	Hydrocarbon derivatives	CHEMONT:0000000	Derivatives of hydrocarbons obtained by substituting one or more carbon atoms by an heteroatom. They contain at least one carbon atom and heteroatom.
2168	4143	CHEMONT:0004151	Hydroxypyridines	CHEMONT:0000089	Organic compounds containing a pyridine ring substituted at one or more positions by a hydroxyl group.
2169	4144	CHEMONT:0004152	Methylpyridines	CHEMONT:0000089	Organic compounds containing a pyridine ring substituted at one or more positions by a methyl group.
2170	4146	CHEMONT:0004154	Hydroxyisoflavonoids	CHEMONT:0002506	Organic compounds containing an isoflavonoid skeleton carrying one or more hydroxyl groups.
2171	4147	CHEMONT:0004155	Diphenylethers	CHEMONT:0002279	Aromatic compounds containing two benzene rings linked to each other through an ether group.
2172	4149	CHEMONT:0004157	Halomethanes	CHEMONT:0002867	Organic compounds in which at least one of the four hydrogen atoms of methane (CH4) are replaced by halogen atoms.
2173	4150	CHEMONT:0004158	1-hydroxysteroids	CHEMONT:0001295	Steroids carrying a hydroxyl group at the 1-position of the steroid backbone.
2174	4151	CHEMONT:0004159	18-hydroxysteroids	CHEMONT:0001295	Steroids carrying a hydroxyl group at the 18-position of the steroid backbone.
2175	4152	CHEMONT:0004160	Trihalomethanes	CHEMONT:0004157	Organic compounds in which exactly three of the four hydrogen atoms of methane (CH4) are replaced by halogen atoms.
2176	4153	CHEMONT:0004161	Hydroxypyrimidines	CHEMONT:0000075	Organic compounds containing a hydroxyl group attached to a pyrimidine ring. Pyrimidine is a 6-membered ring consisting of four carbon atoms and two nitrogen centers at the 1- and 3- ring positions.
2177	4154	CHEMONT:0004162	Hydroxyindoles	CHEMONT:0000211	Organic compounds containing an indole moiety that carries a hydroxyl group.
2178	4156	CHEMONT:0004164	Dithiophosphate O-esters	CHEMONT:0003385	O-ester derivatives of dithiophosphates, with the general structure RSP(O)(O)=S (R = organyl group).
2179	4157	CHEMONT:0004165	Phenolic glycosides	CHEMONT:0002105	Organic compounds containing a phenolic structure attached to a glycosyl moiety. Some examples of phenolic structures include lignans, and flavonoids. Among the sugar units found in natural glycosides are D-glucose, L-Fructose, and L rhamnose.
2180	4159	CHEMONT:0004167	Perimidines	CHEMONT:0000485	Organic compounds containing a benzene ring fused to a quinazoline ring system. They are analogues of phenalenes where two carbon atoms in exactly one ring are replaced by nitrogen atoms to form a pyrimidine.
2181	4161	CHEMONT:0004169	Selenophenes	CHEMONT:0000002	Organic compounds containing selenophene, a five-membered monocyclic aromatic ring composed of four C atoms and one selenium atom.
2182	4162	CHEMONT:0004170	Oxirenes	CHEMONT:0000002	Organic compounds containing oxirene, an unsaturated three-membered ring with two carbon atoms and one oxygen atom.
2183	4163	CHEMONT:0004171	2-Thiopyrimidines	CHEMONT:0004173	Aromatic heterocyclic compounds containing a pyrimidine ring where the carbon at the 2-position involved in a C=S bond.
2184	4165	CHEMONT:0004173	Thiopyrimidines	CHEMONT:0000075	Aromatic heterocyclic compounds containing a pyrimidine ring that has one or more carbon atoms involved in a C=S bond.
2185	4167	CHEMONT:0004175	S-alkylsulfenates	CHEMONT:0001235	Organosulfur compounds containing a sulfenic acid, where the sulfur atom is linked to an alkyl group. They have the general formula RSOH, where R is an alkyl group.
2186	4168	CHEMONT:0004176	Amino acids	CHEMONT:0000347	Organic compounds that contain at least one carboxyl group and one amino group.
2187	4176	CHEMONT:0004184	Trialkyl amine oxides	CHEMONT:0003993	Hydrocarbyl derivatives of the aminoxide anion, with the general formula R3N+[O-] or R3N=O, where R is an alkyl group.
2188	4181	CHEMONT:0004189	Coumarans	CHEMONT:0000002	Compounds containing the coumaran skeleton, which consists of a benzene ring fused to a 2,3-dihydrofuran ring.
2189	4182	CHEMONT:0004190	1-phenylcoumarans	CHEMONT:0004189	Compounds containing a coumaran ring system substituted at the 1-position with phenyl group.
2190	4183	CHEMONT:0004191	Isocoumarans	CHEMONT:0000002	Compounds containing the coumaran skeleton, which consists of a benzene ring fused to a 1,3-dihydrofuran ring.
2191	4184	CHEMONT:0004192	14-alpha-methylsteroids	CHEMONT:0000258	Steroids substituted at the 14-position with a methyl group in the alpha-configuration.
2192	4185	CHEMONT:0004193	Thienothiophenes	CHEMONT:0000002	Organic compounds containing two thiophene rings fused to each other.
2193	4187	CHEMONT:0004195	Allyl sulfur compounds	CHEMONT:0000004	Compounds containing an allylsulfur group, with the general structure H2C(=CH2)CS.
2194	4188	CHEMONT:0004196	3-alkylindoles	CHEMONT:0002497	Compounds containing an indole moiety that carries an alkyl chain at the 3-position.
2195	4189	CHEMONT:0004197	N-alkylindoles	CHEMONT:0000211	Compounds containing an indole moiety that carries an alkyl chain at the 1-position.
2196	4190	CHEMONT:0004198	Dithiazinanes	CHEMONT:0004139	Cyclic compounds that contain a dithiazinane ring, which is a saturated heterocycle that consisting of one nitrogen atom, two sulfur atoms, and 2 carbon atoms.
2197	4193	CHEMONT:0004201	Triazolobenzothiazoles	CHEMONT:0000315	Compound containing a triazole ring fused to the benzene or the thiazole moiety of the benzothiazole ring system.
2198	4194	CHEMONT:0004202	1-sulfamoyl-1,2,3-triazoles	CHEMONT:0000099	Compounds containing a 1,2,3-triazole that carries a sulfamoyl group at the 1-position.
2199	4195	CHEMONT:0004203	Phenyl-beta-methoxyacrylates	CHEMONT:0002279	Aromatic compounds containing a methyl-3-methoxyacrylate moiety that carries a benzyl group at the C-alpha carbon.
2200	4196	CHEMONT:0004204	Phenylbenzamines	CHEMONT:0000185	Aromatic compounds consisting of a benzyl group that is N-linked to a benzamine.
2201	4198	CHEMONT:0004206	Pyrazole-4-carboxamides	CHEMONT:0002350	Compounds containing a pyrazole ring that carries a carboxamide group at the 4-position.
2202	4199	CHEMONT:0004207	Pyrazole-5-carboxamides	CHEMONT:0002350	Compounds containing a pyrazole ring that carries a carboxamide group at the 4-position.
2203	4200	CHEMONT:0004208	Xylenes	CHEMONT:0002279	Aromatic compounds that contain a xylene moiety, which is a monocyclic benzene carrying exactly two methyl groups.
2204	4201	CHEMONT:0004209	m-Xylenes	CHEMONT:0004208	Aromatic compounds that contain a m-xylene moiety, which is a monocyclic benzene carrying exactly two methyl groups at the 1- and 3-positions.
2205	4202	CHEMONT:0004210	o-Xylenes	CHEMONT:0004208	Aromatic compounds that contain a o-xylene moiety, which is a monocyclic benzene carrying exactly two methyl groups at the 1- and 2-positions.
2206	4203	CHEMONT:0004211	p-Xylenes	CHEMONT:0004208	Aromatic compounds that contain a p-xylene moiety, which is a monocyclic benzene carrying exactly two methyl groups at the 1- and 4-positions.
2207	4204	CHEMONT:0004212	Xylenols	CHEMONT:0004208	Aromatic compounds that contain a xylene moiety, which is a monocyclic benzene carrying exactly two methyl groups, and at least one hydroxyl group.
2208	4207	CHEMONT:0004215	p-Xylenols	CHEMONT:0004212	Aromatic compounds that contain a p-xylenol moiety, which is a monocyclic benzene carrying exactly two methyl groups at the 1- and 4-positions, and at least one hydroxyl group.
2209	4210	CHEMONT:0004218	Allylamines	CHEMONT:0002449	Organic compound containing an allyl group and an amine group, with the general structure R2C=C(H)N(R'2), where R-R'=H or organyl.
2210	4211	CHEMONT:0004219	Toluamides	CHEMONT:0001091	Aromatic compounds containing a toluene, which carries a carboxamide group.
2211	4212	CHEMONT:0004220	m-Toluamides	CHEMONT:0004219	Aromatic compounds containing a toluene, which carries a carboxamide group a the 3-position.
2212	4213	CHEMONT:0004221	o-Toluamides	CHEMONT:0004219	Aromatic compounds containing a toluene, which carries a carboxamide group a the 2-position.
2213	4214	CHEMONT:0004222	p-Toluamides	CHEMONT:0004219	Aromatic compounds containing a toluene, which carries a carboxamide group a the 4-position.
2214	4215	CHEMONT:0004223	N,N-dialkyl-m-toluamides	CHEMONT:0004220	Aromatic that contain a m-toluamide, where the carboxamide group is N- substituted with two alkyl chains.
2215	4216	CHEMONT:0004224	N,N-dialkyl-p-toluamides	CHEMONT:0004222	Aromatic that contain a m-toluamide, where the carboxamide group is N- substituted with two alkyl chains.
2216	4217	CHEMONT:0004225	Tetraalkylammonium salts	CHEMONT:0000503	Organonitrogen compounds containing a quaternary ammonium substituted with four alkyl chains.
2217	4225	CHEMONT:0004233	Benzenesulfonyl compounds	CHEMONT:0002279	Aromatic compounds containing a benzenesulfonyl group, which consists of a monocyclic benzene moiety that carries a sulfonyl group.
2218	4226	CHEMONT:0004234	Benzenesulfonyl chlorides	CHEMONT:0004308	Aromatic compounds containing a benzenesulfonyl group, where the sulfonyl moiety is singly boned to a chloride atom.
2219	4229	CHEMONT:0004237	Tertiary arsines	CHEMONT:0004055	Organoarsenic compounds with a trisubstituted arsenic atom. They have the general formula R[As](R')R\", R,R',R\"=organyl group.
2220	4231	CHEMONT:0004239	Pentaorganoarsanes	CHEMONT:0004056	Organoarsenic compounds containing an arsenic compound that is pentasubstituted by only organic groups.
2221	4232	CHEMONT:0004240	Sulfur-containing organoarsenic compounds	CHEMONT:0000405	Organoarsenic compounds that containing a sulfur atom.
2222	4233	CHEMONT:0004241	Organoarsenic sulfides	CHEMONT:0004240	Organoarsenic compounds with the general formula R[As]S, where R = organyl group.
2223	4244	CHEMONT:0004252	N-acetyl-2-arylethylamines	CHEMONT:0003922	Compounds containing an acetamide group that is N-linked to an arylethylamine.
2224	4245	CHEMONT:0004253	2-arylethylamines	CHEMONT:0002450	Primary amines that have the general formula RCCNH2, where R is an organic group.
2225	4250	CHEMONT:0004258	Arylsulfates	CHEMONT:0000403	Organic compounds containing a sulfate group that carries an aryl group through an ether group.
2226	4251	CHEMONT:0004259	Pyridoxamine 5'-phosphates	CHEMONT:0001966	Heterocyclic aromatic compounds containing a pyridoxamine that carries a phosphate group at the 5'-position.
2227	4259	CHEMONT:0004267	N-acyl-L-glutamines	CHEMONT:0004148	N-acylated glutamine which has the L-configuration of the alpha-carbon atom.
2228	4260	CHEMONT:0004268	3-Acylpyruvic acids	CHEMONT:0001115	Compounds containing a pyruvic acid substituted at the 3-position by an acyl group.
2229	4263	CHEMONT:0004271	N-acylserotonins	CHEMONT:0001637	Aromatic heterocyclic compounds containing a serotonin, in which the amine group is acylated.
2230	4264	CHEMONT:0004272	N-acyldopamines	CHEMONT:0000182	Aromatic heterocyclic compounds containing a dopamine, in which the amine group is acylated.
2231	4266	CHEMONT:0004274	1-O-alkylglycerols	CHEMONT:0003263	Glycerolipids containing a glycerol moiety that carries an alkyl group at the 1-position.
2232	4268	CHEMONT:0004276	Polyprenyl monophosphates	CHEMONT:0000478	Prenol lipids in which the monophosphate group is linked to one end of the polyprenol moiety.
2233	4269	CHEMONT:0004277	Polyprenyl diphosphates	CHEMONT:0000478	Prenol lipids in which the diphosphate group is linked to one end of the polyprenol moiety.
2234	4272	CHEMONT:0004280	Oxygen-containing organoarsenic compounds	CHEMONT:0000405	Organoarsenic compounds that containing an oxygen atom.
2235	4284	CHEMONT:0004292	1,2,4-benzothiadiazine-1,1-dioxides	CHEMONT:0000308	Aromatic heterocyclic compounds containing a 1,2,4-benzothiadiazine ring system with two S=O bonds at the 1-position.
2236	4285	CHEMONT:0004293	1-benzothiophenes	CHEMONT:0000312	Aromatic heterocyclic compound containing the Benzo[b]thiophene ring system.
2237	4286	CHEMONT:0004294	2-benzothiophenes	CHEMONT:0000312	Aromatic heterocyclic compound containing the 2-benzothiophene ring system, in which the benzene ring is fused to the thiophene ring across positions 3 and 4.
2238	4288	CHEMONT:0004296	Phenylketones	CHEMONT:0003670	Aromatic compounds containing a ketone substituted by one aryl group.
2239	4289	CHEMONT:0004297	Aryl-phenylketones	CHEMONT:0004296	Aromatic compounds containing a ketone substituted by one aryl group, and a phenyl group.
2240	4290	CHEMONT:0004298	Alkyl-phenylketones	CHEMONT:0004296	Aromatic compounds containing a ketone substituted by one alkyl group, and a phenyl group.
2241	4295	CHEMONT:0004303	4-Hydrocarbylideneazlactones	CHEMONT:0000084	Heterocyclic compounds containing a substituted 1,3-oxazoline ring, and with the general structure RC(R')=C1N=C(R'')OC1=O. They are often referred to as 'unsaturated azlactones'.
2242	4297	CHEMONT:0004305	Glycosyl-N-acylsphingosines	CHEMONT:0001428	Compounds containing a sphingosine linked to a simple glucosyl moiety.
2243	4300	CHEMONT:0004308	Benzenesulfonyl halides	CHEMONT:0004233	Aromatic compounds containing a benzenesulfonyl group, where the sulfonyl moiety is singly boned to an halogen atom.
2244	4301	CHEMONT:0004309	Benzenesulfonate esters	CHEMONT:0000032	Arenesulfonate esters that result from the formal condensation of the hydroxy group of an alcohol, enol, phenol or heteroarenol with benzenesulfonic acid.
2245	4302	CHEMONT:0004310	Valine and derivatives	CHEMONT:0000060	Compounds containing valine or a derivative thereof resulting from reaction of valine at the amino group or the carboxy group, or from the replacement of any hydrogen of glycine by a heteroatom.
2246	4303	CHEMONT:0004311	Histidine and derivatives	CHEMONT:0000060	Compounds containing cysteine or a derivative thereof resulting from reaction of cysteine at the amino group or the carboxy group, or from the replacement of any hydrogen of glycine by a heteroatom.
2247	4304	CHEMONT:0004312	Asparagine and derivatives	CHEMONT:0000060	Compounds containing asparagine or a derivative thereof resulting from reaction of asparagine at the amino group or the carboxy group, or from the replacement of any hydrogen of glycine by a heteroatom.
2248	4305	CHEMONT:0004313	Cysteine and derivatives	CHEMONT:0000060	Compounds containing cysteine or a derivative thereof resulting from reaction of cysteine at the amino group or the carboxy group, or from the replacement of any hydrogen of glycine by a heteroatom.
2249	4306	CHEMONT:0004314	Alanine and derivatives	CHEMONT:0000060	Compounds containing alanine or a derivative thereof resulting from reaction of alanine at the amino group or the carboxy group, or from the replacement of any hydrogen of glycine by a heteroatom.
2250	4307	CHEMONT:0004315	Glutamine and derivatives	CHEMONT:0000060	Compounds containing glutamine or a derivative thereof resulting from reaction of glutamine at the amino group or the carboxy group, or from the replacement of any hydrogen of glycine by a heteroatom.
2251	4308	CHEMONT:0004316	Serine and derivatives	CHEMONT:0000060	Compounds containing serine or a derivative thereof resulting from reaction of serine at the amino group or the carboxy group, or from the replacement of any hydrogen of glycine by a heteroatom.
2252	4309	CHEMONT:0004317	Aspartic acid and derivatives	CHEMONT:0000060	Compounds containing an aspartic acid or a derivative thereof resulting from reaction of aspartic acid at the amino group or the carboxy group, or from the replacement of any hydrogen of glycine by a heteroatom.
2253	4311	CHEMONT:0004319	Tyrosine and derivatives	CHEMONT:0000060	Compounds containing tyrosine or a derivative thereof resulting from reaction of tyrosine at the amino group or the carboxy group, or from the replacement of any hydrogen of glycine by a heteroatom.
2254	4312	CHEMONT:0004320	Arginine and derivatives	CHEMONT:0000060	Compounds containing arginine or a derivative thereof resulting from reaction of arginine at the amino group or the carboxy group, or from the replacement of any hydrogen of glycine by a heteroatom.
2255	4313	CHEMONT:0004321	Phenylalanine and derivatives	CHEMONT:0000060	Compounds containing phenylalanine or a derivative thereof resulting from reaction of phenylalanine at the amino group or the carboxy group, or from the replacement of any hydrogen of glycine by a heteroatom.
2256	4314	CHEMONT:0004322	Proline and derivatives	CHEMONT:0000060	Compounds containing proline or a derivative thereof resulting from reaction of proline at the amino group or the carboxy group, or from the replacement of any hydrogen of glycine by a heteroatom.
2257	4315	CHEMONT:0004323	Glutamic acid and derivatives	CHEMONT:0000060	Compounds containing glutamic acid or a derivative thereof resulting from reaction of glutamic acid at the amino group or the carboxy group, or from the replacement of any hydrogen of glycine by a heteroatom.
2258	4317	CHEMONT:0004325	Cyclohexenones	CHEMONT:0003487	Compounds containing a cylohexenone moiety, which is a six-membered aliphatic ring that carries a ketone and has one endocyclic double bond.
