rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
704	1	1	1	0.12634136009968086	-206.30990351044264	0.9984924623115576	10.606802795649223	C17H27NO	[M + H]+	MUDHHWLZEUJOQU	InChI=1S/C17H27NO/c1-2-19-15-9-14-18-17(12-7-4-8-13-17)16-10-5-3-6-11-16/h3,5-6,10-11,18H,2,4,7-9,12-15H2,1H3	null	CCOCCCNC1(CCCCC1)C2=CC=CC=C2	3.5	23584939	MeSH:(23584939);PubChem:(23584939);PubMed	70	262.2134	NaN	2638_specs_ms_FEATURE_2640
705	1	1	1	0.12555999718142252	-227.08637898785761	0.3005025125628141	13.24083513838341	C25H37NO2	[M + H]+	BJLMUUKAICQBIY	InChI=1S/C25H37NO2/c1-2-3-12-19-24(27)20-15-9-7-5-4-6-8-10-16-21-25(28)26-22-23-17-13-11-14-18-23/h7,9,11,13-15,17-18,20H,2-6,8,10,12,16,19,21-22H2,1H3,(H,26,28)	(9E,11E)-N-benzyl-13-oxooctadeca-9,11-dienamide	CCCCCC(=O)C=CC=CCCCCCCCC(=O)NCC1=CC=CC=C1	6.5	21579712;73804200	COCONUT:(CNP0315900);Natural Products:(UNPD103348);PubChem:(21579712 73804200);SuperNatural:(SN00320553);PubMed	3178562	384.2893	NaN	98_specs_ms_FEATURE_100
706	1	1	1	0.12380532983611375	-37.592615474336135	0.9999999999999999	43.503751930838085	C26H42O4	[M + H]+	LVAGMBHLXLZJKZ	InChI=1S/C26H42O4/c1-3-5-7-9-11-12-14-18-22-30-26(28)24-20-16-15-19-23(24)25(27)29-21-17-13-10-8-6-4-2/h15-16,19-20H,3-14,17-18,21-22H2,1-2H3	Dinopol 235	CCCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC	8.76460934	8380	NORMAN:(NS00020935);COCONUT:(CNP0174112);Natural Products:(UNPD82438);PubChem class - food;PubChem:(8380);HSDB:(119-07-3);PubChem class - safety and toxic	203719170	419.3136	NaN	2771_specs_ms_FEATURE_2773
707	1	1	2	0.12341896521716937	-60.63260602699925	0.9542713567839196	82.89658124918626	C30H48O5	[M + H]+	SIKXTMSMKGXIMX	InChI=1S/C30H48O5/c1-25(2)19-10-11-30(7)20(28(19,5)16-18(31)22(25)32)9-8-17-21-23(33)27(4,24(34)35)14-12-26(21,3)13-15-29(17,30)6/h8,18-23,31-33H,9-16H2,1-7H3,(H,34,35)	null	CC1(C2CCC3(C(C2(CC(C1O)O)C)CC=C4C3(CCC5(C4C(C(CC5)(C)C(=O)O)O)C)C)C)C	6.0999999	69569061;69569062	COCONUT:(CNP0219525);Natural Products:(UNPD25442 UNPD110467);PubChem:(69569061 69569062);SuperNatural:(SN00326533 SN00368458)	3178498	489.3564	NaN	2329_specs_ms_FEATURE_2331
708	1	1	1	0.12062595030492883	-33.964324234072414	0.9989949748743717	24.52706741467796	C27H44O4	[M + H]+	KCQILOGVXGLBNG	InChI=1S/C27H44O4/c1-22(2)16-10-6-5-8-14-20-30-26(28)24-18-12-13-19-25(24)27(29)31-21-15-9-7-11-17-23(3)4/h12-13,18-19,22-23H,5-11,14-17,20-21H2,1-4H3	Isodecyl isononyl phthalate	CC(C)CCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCC(C)C	8.77467823	44146763	PubChem:(44146763);NORMAN:(NS00038816)	262146	433.3231	NaN	936_specs_ms_FEATURE_938
709	1	1	2	0.1202141637199803	-102.58809671102179	0.9326633165829147	19.954806927058684	C17H22O	[M + H]+	XADNQMILXIIQET	InChI=1S/C17H22O/c1-3-5-7-9-10-12-14-16-17(18)15-13-11-8-6-4-2/h3-5H,2,6,8,11,13-16H2,1H3	null	CC=CC#CC#CCCC(=O)CCCCCC=C	4.91434717	""	COCONUT:(CNP0311335);Natural Products:(UNPD69422)	2129920	243.172	NaN	1626_specs_ms_FEATURE_1628
710	1	1	3	0.12004792644784773	-81.19688726307844	0.5804020100502513	21.687308678572872	C17H32O3	[M + K]+	OEEDRMFBAHHVQI	InChI=1S/C17H32O3/c1-3-4-5-6-7-8-9-10-11-12-13-14-16(18)15-17(19)20-2/h3-15H2,1-2H3	Methyl 3-oxohexadecanoate	CCCCCCCCCCCCCC(=O)CC(=O)OC	6.19999981	84430	NORMAN:(NS00024684);PubChem:(84430);KEGG Mine	8590196738	323.2002	NaN	467_specs_ms_FEATURE_469
711	1	1	1	0.11857352730852132	-57.87438379211943	0.9999999999999999	9.110687703058417	C16H32O2	[M + H]+	ZONJATNKKGGVSU	InChI=1S/C16H32O2/c1-15(2)13-11-9-7-5-3-4-6-8-10-12-14-16(17)18/h15H,3-14H2,1-2H3,(H,17,18)	Isohexadecanoic acid	CC(C)CCCCCCCCCCCCC(=O)O	5.93583965	36247	HMDB:(31068);SuperNatural:(SN00011279);ZINC bio:(ZINC04557091);additional;PubMed;NORMAN:(NS00029361);COCONUT:(CNP0024374 CNP0340738);Natural Products:(UNPD3944);PubChem:(36247);CHEBI:(84890);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;KEGG Mine	8677810282	257.2466	NaN	69_specs_ms_FEATURE_71
712	2	1	2	0.11720914314582988	-328.69004277650697	0.17889447236180903	7.489339957649263	C26H45N5O7	[M + H]+	OMCRYJIAXGEETJ	InChI=1S/C26H45N5O7/c1-8-9-10-18-12-20(32)27-13-21(33)31-22(15(4)5)25(36)30-19(11-14(2)3)24(35)28-16(6)23(34)29-17(7)26(37)38-18/h14-19,22H,8-13H2,1-7H3,(H,27,32)(H,28,35)(H,29,34)(H,30,36)(H,31,33)	L-Alanine, N-(3-hydroxy-1-oxoheptyl)glycyl-L-valyl-D-leucyl-L-alanyl-, (5-1)-lactone 5	CCCCC1CC(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)O1)C)C)CC(C)C)C(C)C	2.29999995	157623;44423148;139589091	COCONUT:(CNP0340199);KNApSAcK:(18372);PubChem:(157623 44423148 139589091);additional;MeSH:(44423148);PubMed	2621526	540.3378	NaN	2855_specs_ms_FEATURE_2857
713	1	1	1	0.11706943891918563	-280.4292266932418	0.9999999999999999	15.352722898327285	C36H62O9	[M + Na]+	RAQNTCRNSXYLAH	InChI=1S/C36H62O9/c1-19(2)10-9-13-36(8,43)20-11-15-34(6)26(20)21(38)16-24-33(5)14-12-25(39)32(3,4)30(33)22(17-35(24,34)7)44-31-29(42)28(41)27(40)23(18-37)45-31/h10,20-31,37-43H,9,11-18H2,1-8H3	Ginsenoside Rh1	CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CC(C4C3(CCC(C4(C)C)O)C)OC5C(C(C(C(O5)CO)O)O)O)C)O)C)O)C	4.30000019	157710;3085260;5317624;6325217;12855917;12855920;11973198;21599923;25050445;45358174;44198761;51066563;57777194;91884849;91885311;101216666;117792311;118987126;123134432;122130363;122173164;125463138;122362257;124909949;124909951;124909953;124909955;124928670;124930775;124934318;124934319;124934320;124934321;127256229;129607058;131704751;131707010;134694213;138107226;137704942;137795983	HMDB:(39554);SuperNatural:(SN00355982 SN00178086 SN00166315 SN00166313 SN00280262 SN00177476 SN00161286 SN00224700);additional;MeSH:(3085260 12855917 12855920 45358174 91885311 118987126 122130363 122173164 123134432 134694213 137704942 138107226);PubMed;COCONUT:(CNP0165745);KNApSAcK:(29311);Natural Products:(UNPD24832 UNPD105490 UNPD113933 UNPD119369 UNPD193229);PubChem:(157710 3085260 5317624 6325217 12855917 12855920 11973198 21599923 25050445 45358174 44198761 51066563 57777194 91884849 91885311 101216666 117792311 118987126 123134432 122130363 122173164 125463138 122362257 124909949 124909951 124909953 124909955 124928670 124930775 124934318 124934319 124934320 124934321 127256229 129607058 131704751 131707010 134694213 138107226 137704942 137795983);CHEBI:(142487);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;Biocyc:(CPD-15446);KEGG Mine	8677542014	661.4264	NaN	3398_specs_ms_FEATURE_3400
714	1	1	2	0.11603182542799931	-116.94911415388353	0.1371859296482412	5.975237650143114	C16H24O8	[M + H]+	JYWSARFDLXXOHT	InChI=1S/C16H24O8/c1-8(12(18)9-3-5-10(22-2)6-4-9)23-16-15(21)14(20)13(19)11(7-17)24-16/h3-6,8,11-21H,7H2,1-2H3	null	CC(C(C1=CC=C(C=C1)OC)O)OC2C(C(C(C(O2)CO)O)O)O	-0.800000012	10593533;10958867;10958868;10497611;45360332;51694337;51694338;51694339;51694340;124903561;124903562;124903563;124903564	COCONUT:(CNP0269113);HMDB:(33067);KNApSAcK:(36336);Natural Products:(UNPD149030 UNPD150595 UNPD83954 UNPD41744);PubChem:(10593533 10958867 10958868 10497611 45360332 51694337 51694338 51694339 51694340 124903561 124903562 124903563 124903564);SuperNatural:(SN00232941 SN00034199 SN00034200 SN00279407 SN00034198 SN00247799 SN00034201 SN00036895 SN00036894 SN00036896 SN00036897);ZINC bio:(ZINC14504473 ZINC14504476 ZINC14504479 ZINC14504482 ZINC35465319 ZINC35465322 ZINC35465325 ZINC35465328);additional;PubChem class - bio and metabolites;Training Set	20504602	345.1554	NaN	1989_specs_ms_FEATURE_1991
715	1	1	1	0.11597728833190472	-181.63382528780537	0.9999999999999999	19.238592944338926	C19H20O5	[M + H]+	UAUBAQNSRBLISN	InChI=1S/C19H20O5/c1-13(20)23-18-10-9-16(12-19(18)24-14(2)21)8-7-15-5-4-6-17(11-15)22-3/h4-6,9-12H,7-8H2,1-3H3	null	CC(=O)OC1=C(C=C(C=C1)CCC2=CC(=CC=C2)OC)OC(=O)C	4.2185154	""	COCONUT:(CNP0274740);Natural Products:(UNPD1483)	2129920	329.1378	NaN	357_specs_ms_FEATURE_359
716	1	1	1	0.11563969080626614	-231.09912102799902	0.9899497487437188	15.75558064018281	C29H46O5	[M + H]+	ZHRYALQUFFGHDM	InChI=1S/C29H46O5/c1-17-8-13-29(24(32)33)15-14-26(3)20(23(29)28(17,5)34)6-7-22-25(2)11-10-21(31)18(16-30)19(25)9-12-27(22,26)4/h6,17-19,21-23,30-31,34H,7-16H2,1-5H3,(H,32,33)	null	CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5CO)O)C)C)C2C1(C)O)C)C(=O)O	4.83378458	""	COCONUT:(CNP0170566);Natural Products:(UNPD215232)	2129920	475.3414	NaN	1782_specs_ms_FEATURE_1784
717	1	1	1	0.11528441438047578	-78.19931365881307	0.9999999999999999	18.00523988494234	C18H32O4	[M + H]+	SBLKVIQSIHEQOF	InChI=1S/C18H32O4/c19-17(20)15-13-11-9-7-5-3-1-2-4-6-8-10-12-14-16-18(21)22/h1-2H,3-16H2,(H,19,20)(H,21,22)	octadecenedioate	C(CCCC=CCCCCCCCC(=O)O)CCCC(=O)O	5.35958529	9543674;9543675;20482290;25202007;90657642	SuperNatural:(SN00309080 SN00034147 SN00395422);ZINC bio:(ZINC14616324 ZINC35465169);MeSH:(9543674);Plantcyc:(OCTADEC-9-ENE-118-DIOIC-ACID);PubMed;COCONUT:(CNP0040308 CNP0104386);Natural Products:(UNPD102319 UNPD4806);PubChem:(9543674 9543675 20482290 25202007 90657642);PubChem class - bio and metabolites;KEGG:(C19618);PubChem class - safety and toxic;Biocyc:(SMA-0000380 OCTADEC-9-ENE-118-DIOIC-ACID SMA-0000645)	87206214	313.2365	NaN	1833_specs_ms_FEATURE_1835
718	1	1	1	0.11378106660069898	-552.189316935589	0.15226130653266332	29.853979473299322	C35H55NO7	[M + H]+	GLXLRMYQIZCXMR	InChI=1S/C35H55NO7/c1-2-3-4-5-8-13-28(37)14-9-6-7-10-15-31(34(41)42)33(40)18-20-35(43)19-11-12-26(35)23-27-16-17-32(36-27)25-21-29(38)24-30(39)22-25/h16-17,21-22,24,26,28,31,33,36-40,43H,2-15,18-20,23H2,1H3,(H,41,42)	null	CCCCCCCC(CCCCCCC(C(CCC1(CCCC1CC2=CC=C(N2)C3=CC(=CC(=C3)O)O)O)O)C(=O)O)O	8.17702579	""	COCONUT:(CNP0265450 CNP0289262)	2097152	602.4094	NaN	1180_specs_ms_FEATURE_1182
719	2	1	1	0.1124425064205559	-455.78162694705514	0.1442211055276382	8.904543314634662	C23H35N5O	[M + H]+	GOUXOAWWLQDCFZ	InChI=1S/C23H35N5O/c1-16(2)20-11-18(17(3)10-19(20)14-28-8-6-5-7-9-28)12-22-25-26-23(29-22)21-13-24-15-27(21)4/h10,13,15-16,18-20H,5-9,11-12,14H2,1-4H3	null	CC1=CC(C(CC1CC2=NN=C(O2)C3=CN=CN3C)C(C)C)CN4CCCCC4	3.5	45784093	COCONUT:(CNP0163601 CNP0163943);PubChem:(45784093);SuperNatural:(SN00032221);ZINC bio:(ZINC35442740)	3153922	398.2896	NaN	2790_specs_ms_FEATURE_2792
720	1	1	1	0.10894494759627339	-261.1902007541183	0.9999999999999999	9.248558630704684	C16H29NO	[M + H]+	DBTLXFQLEFJHCH	InChI=1S/C16H29NO/c1-2-8-15(9-3-1)18-13-14-7-6-12-17-11-5-4-10-16(14)17/h14-16H,1-13H2	Oprea1_464496	C1CCC(CC1)OCC2CCCN3C2CCCC3	3.5999999	673409;1273197;4693771;7659281;6919856;6919857;11859136;11911343;11911344	PubChem:(673409 1273197 4693771 7659281 6919856 6919857 11859136 11911343 11911344);COCONUT:(CNP0357636)	2097154	252.2314	NaN	2055_specs_ms_FEATURE_2057
721	1	1	1	0.10872788201455189	-80.9498470736374	0.9994974874371858	21.61454262558889	C36H68O6	[M + Na]+	BBCRZMLWQLVNMI	InChI=1S/C36H68O6/c1-5-7-9-11-15-20-24-28-35(38)41-31-33(30-40-34(37)27-23-18-10-8-6-2)42-36(39)29-25-21-17-14-12-13-16-19-22-26-32(3)4/h32-33H,5-31H2,1-4H3	null	CCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCCCCCCC(C)C	13.5	131778644;131778730	HMDB:(71842 71928);PubChem:(131778644 131778730);PubChem class - bio and metabolites	16777226	619.4883	NaN	2865_specs_ms_FEATURE_2867
722	3	1	1	0.10858188893340048	-245.3549411686551	0.9964824120603013	11.210110206601888	C20H25NO5	[M + H]+	OJRUNBIJUZETOZ	InChI=1S/C20H25NO5/c1-23-16-8-5-14(11-18(16)25-3)7-10-20(22)21-13-15-6-9-17(24-2)19(12-15)26-4/h5-6,8-9,11-12H,7,10,13H2,1-4H3,(H,21,22)	3-(3,4-dimethoxyphenyl)-N-[(3,4-dimethoxyphenyl)methyl]propanamide	COC1=C(C=C(C=C1)CCC(=O)NCC2=CC(=C(C=C2)OC)OC)OC	2.79999995	3333138	PubChem:(3333138);PubChem class - safety and toxic	67108866	360.1796	NaN	136_specs_ms_FEATURE_138
723	1	1	1	0.10761070969262021	-344.93599376993234	0.9989949748743717	14.485870750153948	C21H37NO5	[M + H]+	YLCGQCCCWXNFOA	InChI=1S/C21H37NO5/c1-5-6-7-8-9-10-11-12-13-14-18(23)17-21(26)27-19(22(2,3)4)15-16-20(24)25/h10-13,18-19,23H,5-9,14-17H2,1-4H3/p+1	3-Hydroxy-5, 8-tetradecadiencarnitine	CCCCCCC=CC=CCC(CC(=O)OC(CCC(=O)O)[N+](C)(C)C)O	4.0999999	53481683;53481684	COCONUT:(CNP0085472);PubChem:(53481683 53481684);YMDB Mine;CHEBI:(89747)	34361835554	384.2735	NaN	1781_specs_ms_FEATURE_1783
724	2	1	1	0.10687709747021429	-13.443059486321857	0.9999999999999999	123.23718937056786	C18H32O2	[M + H]+	GKJZMAHZJGSBKD	InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-9H,2-5,10-17H2,1H3,(H,19,20)	10-trans-12-cis-CLA	CCCCCC=CC=CCCCCCCCCC(=O)O	6.25977182	5282799;5282800;5282801;9882163;19765194;25323131;25789733;49823191	HMDB:(61864);SuperNatural:(SN00334738 SN00303733);ZINC bio:(ZINC12504490 ZINC13509298 ZINC13509300 ZINC13509302);additional;MeSH:(5282800 5282801);PubMed;NORMAN:(NS00027586);COCONUT:(CNP0082502 CNP0212832);Natural Products:(UNPD69202 UNPD174071 UNPD222248);PubChem:(5282799 5282800 5282801 9882163 19765194 25323131 25789733 49823191);CHEBI:(83063 77200 44526 83066 36331);PubChem class - bio and metabolites;Training Set;Biocyc:(CPD-15704)	20768878	281.2467	NaN	675_specs_ms_FEATURE_677
725	1	1	1	0.0984084763659193	-62.62308875967859	0.9999999999999999	20.83755305886805	C18H32O3	[M + H]+	SNOSCANYFCXCGY	InChI=1S/C18H32O3/c19-17-15-13-11-9-7-5-3-1-2-4-6-8-10-12-14-16-18(20)21/h1-2,17H,3-16H2,(H,20,21)	null	C(CCCC=CCCCCCCCC(=O)O)CCCC=O	5.61542988	25202755;56928100;90657874	COCONUT:(CNP0001484 CNP0083855);PubChem:(25202755 56928100 90657874);SuperNatural:(SN00187745);CHEBI:(133357);PubChem class - bio and metabolites;KEGG:(C19617);Plantcyc:(18-OXOOLEATE);Biocyc:(18-OXOOLEATE)	20056354	297.2416	NaN	1788_specs_ms_FEATURE_1790
726	1	1	1	0.09327885896305424	-262.6705346900334	0.9989949748743718	33.30818066946629	C36H60O10	[M + Na]+	MMDIZKAAMZRKRJ	InChI=1S/C36H60O10/c1-31(2)25-11-10-22-23(34(25,6)16-24(38)30(31)46-29(43)18-33(5,45)17-28(41)42)15-27(40)36(8)21(13-14-35(22,36)7)20(19-37)9-12-26(39)32(3,4)44/h20-21,24-27,30,37-40,44-45H,9-19H2,1-8H3,(H,41,42)	null	CC1(C2CCC3=C(C2(CC(C1OC(=O)CC(C)(CC(=O)O)O)O)C)CC(C4(C3(CCC4C(CCC(C(C)(C)O)O)CO)C)C)O)C	2.70000005	71712371;102100530	COCONUT:(CNP0128488);Natural Products:(UNPD210776);PubChem:(71712371 102100530);PubMed	2129986	675.4109	NaN	3344_specs_ms_FEATURE_3346
727	1	1	1	0.0913709978459802	-167.20938667907305	0.9979899497487436	47.3421701666174	C54H90O6	[M + H]+	MWNGRZJBSBMLAF	InChI=1S/C54H90O6/c1-4-7-10-13-16-19-22-25-27-29-32-35-38-41-44-47-53(56)59-50-51(49-58-52(55)46-43-40-37-34-31-24-21-18-15-12-9-6-3)60-54(57)48-45-42-39-36-33-30-28-26-23-20-17-14-11-8-5-2/h7-8,10-11,16-17,19-20,25-28,33,36,51H,4-6,9,12-15,18,21-24,29-32,34-35,37-50H2,1-3H3	null	CCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCC=CCC=CCC)OC(=O)CCCCC=CCC=CCC=CCC=CCC	18.2999992	131754798	HMDB:(43678);PubChem:(131754798);PubChem class - bio and metabolites	16777226	835.6791	NaN	2382_specs_ms_FEATURE_2384
728	1	1	1	0.08800472942852684	-19.774611678743128	0.9999999999999999	123.52068225241104	C18H34O3	[M + H]+	QZLYZQUYIQGGOQ	InChI=1S/C18H34O3/c1-2-3-4-5-6-7-8-9-10-11-14-17(19)15-12-13-16-18(20)21/h2-16H2,1H3,(H,20,21)	6-keto stearic acid	CCCCCCCCCCCCC(=O)CCCCC(=O)O	5.80000019	361939	COCONUT:(CNP0308313);Natural Products:(UNPD190525);PubChem:(361939);SuperNatural:(SN00382785);Training Set;PubMed;KEGG Mine	8593129538	299.2568	NaN	1424_specs_ms_FEATURE_1426
729	1	1	1	0.08782884772828996	-231.92302876608218	0.8160804020100503	27.43448659652105	C11H22N2O3S	[M + H]+	PBOUVYGPDSARIS	InChI=1S/C11H22N2O3S/c1-7(2)6-9(11(15)16)13-10(14)8(12)4-5-17-3/h7-9H,4-6,12H2,1-3H3,(H,13,14)(H,15,16)	methionylleucine	CC(C)CC(C(=O)O)NC(=O)C(CCSC)N	0.486186773	444206;3425788;7010522;40489143;40489145;40489146;40489147;61158062;113572027	COCONUT:(CNP0347959);HMDB:(28977);PubChem:(444206 3425788 7010522 40489143 40489145 40489146 40489147 61158062 113572027);CHEBI:(74705);ZINC bio:(ZINC02390945);additional;PubChem class - bio and metabolites;Training Set;PubMed	19423338	263.1403	NaN	307_specs_ms_FEATURE_309
730	1	1	1	0.08776887334124296	-238.74828097501793	0.9899497487437185	25.927102649861368	C29H48O5	[M + H]+	BWUHBYAUQSZOCK	InChI=1S/C29H48O5/c1-24(16-30)10-12-29(15-24)13-11-27(4)18(22(29)33)6-7-21-25(2)14-19(32)23(34)26(3,17-31)20(25)8-9-28(21,27)5/h6,19-23,30-34H,7-17H2,1-5H3	null	CC1(CCC2(C1)CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)O)O)C)C)C2O)C)CO	4.0999999	102471320	COCONUT:(CNP0151121);Natural Products:(UNPD148800);PubChem:(102471320);SuperNatural:(SN00326591)	3178498	477.3553	NaN	3424_specs_ms_FEATURE_3426
731	1	1	1	0.08620284505732939	-183.11204075211234	0.9999999999999999	37.52079942984227	C30H54O4	[M + H]+	VKYVIIIEJKSVBR	InChI=1S/C30H54O4/c1-25(2,33)13-9-14-30(8,34)19-10-16-29(7)24(19)20(31)18-22-27(5)15-12-23(32)26(3,4)21(27)11-17-28(22,29)6/h19-24,31-34H,9-18H2,1-8H3	25-Hydroxyprotopanaxadiol	CC1(C2CCC3(C(C2(CCC1O)C)CC(C4C3(CCC4C(C)(CCCC(C)(C)O)O)C)O)C)C	5.9000001	158501;23634452;24996148;69718862;71660951;74073782;71421366;90820294;102190079;122387648;131705666;137705405	COCONUT:(CNP0246813);MeSH:(158501);Natural Products:(UNPD212793);PubChem:(158501 23634452 24996148 69718862 71660951 74073782 71421366 90820294 102190079 122387648 131705666 137705405);PubMed	2129990	479.4079	NaN	1491_specs_ms_FEATURE_1493
732	1	1	1	0.08165716585574904	-34.05876598993773	0.9999999999999999	24.641090697009034	C18H32O2	[M + H]+	JBYXPOFIGCOSSB	InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h7-10H,2-6,11-17H2,1H3,(H,19,20)	Selin CLA	CCCCCCC=CC=CCCCCCCCC(=O)O	6.25977182	74607;5280644;5282795;5282796;5351472;5460120;10039659;16070005;101345159;101345160	HMDB:(3797 5047 5048);SuperNatural:(SN00158588 SN00401724 SN00376089);ZINC bio:(ZINC08219019);additional;MeSH:(74607 5280644 5282796 5351472 16070005);PubMed;NORMAN:(NS00020597);COCONUT:(CNP0042830 CNP0416601);Natural Products:(UNPD25072 UNPD139398 UNPD198998);PubChem:(74607 5280644 5282795 5282796 5351472 5460120 10039659 16070005 101345159 101345160);YMDB Mine;CHEBI:(88464 38393 32798 36025 17539);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C04056);Training Set;Biocyc:(9-CIS11-TRANS-OCTADECADIENOATE)	51560376686	281.2466	NaN	546_specs_ms_FEATURE_548
733	2	1	1	0.08107994992610411	-34.026349029593845	0.9999999999999999	23.49091206066265	C18H32O2	[M + H]+	JBYXPOFIGCOSSB	InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h7-10H,2-6,11-17H2,1H3,(H,19,20)	Selin CLA	CCCCCCC=CC=CCCCCCCCC(=O)O	6.25977182	74607;5280644;5282795;5282796;5351472;5460120;10039659;16070005;101345159;101345160	HMDB:(3797 5047 5048);SuperNatural:(SN00158588 SN00401724 SN00376089);ZINC bio:(ZINC08219019);additional;MeSH:(74607 5280644 5282796 5351472 16070005);PubMed;NORMAN:(NS00020597);COCONUT:(CNP0042830 CNP0416601);Natural Products:(UNPD25072 UNPD139398 UNPD198998);PubChem:(74607 5280644 5282795 5282796 5351472 5460120 10039659 16070005 101345159 101345160);YMDB Mine;CHEBI:(88464 38393 32798 36025 17539);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C04056);Training Set;Biocyc:(9-CIS11-TRANS-OCTADECADIENOATE)	51560376686	281.247	NaN	1494_specs_ms_FEATURE_1496
734	1	1	1	0.08024425451234747	-77.15579137476792	0.9999999999999999	27.135468850529374	C18H32O3	[M + H]+	PLKBLKWFUGXKDQ	InChI=1S/C18H32O3/c1-17(19)15-13-11-9-7-5-3-2-4-6-8-10-12-14-16-18(20)21/h2-3,7,9,17,19H,4-6,8,10-16H2,1H3,(H,20,21)	null	CC(CCCC=CCC=CCCCCCCCC(=O)O)O	4.9000001	101967425;129725079;138756162	PubChem:(101967425 129725079 138756162);YMDB Mine;CHEBI:(144041);KEGG Mine	42949672994	297.242	NaN	2599_specs_ms_FEATURE_2601
735	1	1	1	0.07849666391573618	-99.0647555396228	0.9999999999999999	6.172330534700041	C20H34O2	[M + H]+	AHANXAKGNAKFSK	InChI=1S/C20H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h3-4,6-7,9-10H,2,5,8,11-19H2,1H3,(H,21,22)	Icosatrienoic acid	CCC=CCC=CCC=CCCCCCCCCCC(=O)O	6.76116467	3210;5282827;5312529;22486328;40488835;44469749;87131838;90470400;117602968;117602970	HMDB:(60039);SuperNatural:(SN00253187);ZINC bio:(ZINC04544257 ZINC13508885);additional;MeSH:(3210 5282827 5312529);PubMed;COCONUT:(CNP0231675);Natural Products:(UNPD145785);PubChem:(3210 5282827 5312529 22486328 40488835 44469749 87131838 90470400 117602968 117602970);CHEBI:(77223 93118 53460);PubChem class - bio and metabolites;KEGG:(C16522);Training Set;Biocyc:(CPD-17320)	20506990	307.263	NaN	2047_specs_ms_FEATURE_2049
736	1	1	1	0.07662503866952787	-102.36487709007896	0.9999999999999999	39.62614132989239	C36H64O5	[M + H]+	XPGUEPBYNVJPCL	InChI=1S/C36H64O5/c1-3-5-7-9-11-13-15-17-18-19-21-22-24-26-28-30-35(38)40-33-34(32-37)41-36(39)31-29-27-25-23-20-16-14-12-10-8-6-4-2/h11,13,17-18,21-22,34,37H,3-10,12,14-16,19-20,23-33H2,1-2H3	Diacylglycerol(18:3n6/15:0)	CCCCCCCCCCCCCCC(=O)OC(CO)COC(=O)CCCCC=CCC=CCC=CCCCCC	12.3000002	53478114	COCONUT:(CNP0027262);HMDB:(7271);PubChem:(53478114);SuperNatural:(SN00217106);PubChem class - bio and metabolites	19922954	577.4807	NaN	2670_specs_ms_FEATURE_2672
737	4	1	1	0.06946147301588755	-393.882786270863	0.034673366834170855	6.229867256846246	C30H47N3O3	[M + H]+	UGNZATKVSVPLRD	InChI=1S/C30H47N3O3/c1-2-3-6-13-26(34)19-17-24-18-20-29(35)27(24)14-7-4-5-8-16-30(36)32-33-22-10-9-15-28(33)25-12-11-21-31-23-25/h11-12,17,19,21,23-24,26-28,34H,2-10,13-16,18,20,22H2,1H3,(H,32,36)	15-hydroxy-9-oxo-N-(2-pyridin-3-ylpiperidin-1-yl)prost-13-en-1-amide	CCCCCC(C=CC1CCC(=O)C1CCCCCCC(=O)NN2CCCCC2C3=CN=CC=C3)O	5.4000001	3713870;16397211;40806850;40806851;71964297	COCONUT:(CNP0371000);PubChem:(3713870 16397211 40806850 40806851 71964297);SuperNatural:(SN00077897 SN00077898);ZINC bio:(ZINC08740502 ZINC08740503)	3153922	498.3611	NaN	1246_specs_ms_FEATURE_1248
