#SampleID	swab_id	orig_sample_name	avg_percent_humidity	total_precipitation_in	total_precipitation_cm	weather_station	description	processing_control	control	gDNA_concentration	shotgon_library_concentration	16S_seqs	reads_used	below_threshold	extraction_plate	days_since_placement	season	geo_loc_name	soil_max_temp_c	soil_mean_temp_c	soil_min_temp_c	swab_barcode1	swab_barcode2	temp_c_max	temp_c_min	temp_c_average	time_since_death_to_cooling	tot_mass	soil_add_0c	soil_add_4c	soil_add_5c	soil_add_6c	soil_control	soil_temp_average	soil_temp_max	soil_temp_min	weight	maggot_notes	maggots	megyesi_score	megyesi_stage	notes	placement_head_direction	qiita_study_id	sample_collection_date	sample_type	sample_type_soil_control	scavenging_activity	scavenging_notes	scientific_name	sex	host_scientific_name	host_subject_id	validation_set	Testing	host_taxa_id	humidity_max	humidity_min	initial_body_condition	latitude	longitude	donor_storage	donor_storage_days	env_type	height	host_common_name	body_site	cause_of_death	country	date_of_death	days_of_decomposition	add_0c	add_0c_group	facility	add_facility	old_add_0c	old_add_4c	old_add_5c	age	ahd_humidity	ambient_max_temp_c	ambient_min_temp_c	ambient_temp_avg	approximate_age	autopsy	qiita_study	reextracted	hiseq_or_novaseq_better	shotgun_barcode_used
#q2:types	categorical	categorical	numeric	numeric	numeric	categorical	categorical	categorical	categorical	numeric	numeric	numeric	numeric	categorical	categorical	numeric	categorical	categorical	numeric	numeric	numeric	categorical	categorical	numeric	numeric	numeric	categorical	numeric	numeric	numeric	numeric	numeric	categorical	numeric	numeric	numeric	numeric	categorical	categorical	numeric	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	numeric	numeric	categorical	numeric	numeric	categorical	categorical	categorical	numeric	categorical	categorical	categorical	categorical	categorical	numeric	numeric	categorical	categorical	categorical	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	categorical	categorical	categorical	categorical	categorical
43488_S1321_L003	43488	soil.hip.UTK.K016.03.2016.05.10.day5	59.6	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.281	15.831	18445	1228930	n	5	4	spring	USA:Tennessee:Knoxville	18	17.6	17.2	43488	43489	28.88888889	16.66666667	22.77777778	Hours	188	62.95	46.95	42.95	38.95	n					y	y	3	early		south	11271	5/10/16	soil	soil	y	Add: to L. Medial Lower Leg	unknown	male	not_applicable	UTK.K016.03	y	Test	not_applicable	84.83	49.56	good	35.940959	-83.939774	cooled	6	unknown	170	not_applicable	soil.hip	Metastatic Cancer	USA	4/29/16		86.11111111	active	ARF	activeARF	87.3	71.3	67.3	76					81	n	11271	n	novaseq	43488
43474_S1326_L003	43474	soil.hip.UTK.K016.03.2016.05.09.day4	62.7	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.143	15.565	7019	1969377	n	5	3	spring	USA:Tennessee:Knoxville	17.2	16.75	16.3	43474	43475	27.22222222	16.66666667	21.94444444	Hours	188	45.35	33.35	30.35	27.35	n					"Y, oviposition and maggot activity"	y	3	early		south	11271	5/9/16	soil	soil	y	"Both lower arms, muscle extracted up R. arm"	unknown	male	not_applicable	UTK.K016.03	y	Test	not_applicable	90.59	47.19	good	35.940959	-83.939774	cooled	6	unknown	170	not_applicable	soil.hip	Metastatic Cancer	USA	4/29/16		63.33333333	active	ARF	activeARF	64.8	52.8	49.8	76					59	n	11271	n	novaseq	43474
43472_S1328_L003	43472	soil.hip.UTK.K016.03.2016.05.07.day2	56.3	0	0	McGhee Tyson Airport Station	soil.hip	n	n	1.09	9.411	45349	5657910	n	5	1	spring	USA:Tennessee:Knoxville	14.2	13.35	12.5	43472	43473	28.33333333	8.888888889	18.61111111	Hours	188	13.35	9.35	8.35	7.35	n					"N, fly activity beginning"	n	3	early		south	11271	5/7/16	soil	soil	y	"Lower lip, tongue, and flesh to base of mandible gone"	unknown	male	not_applicable	UTK.K016.03	y	Test	not_applicable	86.25	26.47	good	35.940959	-83.939774	cooled	6	unknown	170	not_applicable	soil.hip	Metastatic Cancer	USA	4/29/16		18.61111111	early	ARF	earlyARF	19.5	15.5	14.5	76		16.1	27.6	21.3	83	n	11271	n	novaseq	43472
43454_S1325_L003	43454	soil.hip.UTK.K016.03.2016.05.08.day3	53.2	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.313	26.811	27063	1720245	n	5	2	spring	USA:Tennessee:Knoxville	16.3	15.25	14.2	43454	43455	28.33333333	17.22222222	22.77777778	Hours	188	28.6	20.6	18.6	16.6	n					"N, large oviposits in hair, face, and groin"	n	3	early		south	11271	5/8/16	soil	soil	y	More to face and under mandible to throat; port in R. chest also scratched at and completely removed	unknown	male	not_applicable	UTK.K016.03	y	Test	not_applicable	83.13	39.83	good	35.940959	-83.939774	cooled	6	unknown	170	not_applicable	soil.hip	Metastatic Cancer	USA	4/29/16		41.38888889	early	ARF	earlyARF	42.85	34.85	32.85	76					69	n	11271	n	novaseq	43454
43452_S1338_L003	43452	soil.hip.UTK.K016.03.2016.05.06.day1	63.3	0.1	0.254	McGhee Tyson Airport Station	soil.hip	n	n	0.973	8.3	24908	3051566	n	5	0	spring	USA:Tennessee:Knoxville	14.2	13.35	12.5	43452	43453	21.11111111	7.222222222	14.16666667	Hours	188	0	0	0	0	n					n	n	3	day0		south	11271	5/6/16	soil	soil	n	not_applicable	unknown	male	not_applicable	UTK.K016.03	y	Test	not_applicable	70.76	36.29	good	35.940959	-83.939774	cooled	6	unknown	170	not_applicable	soil.hip	Metastatic Cancer	USA	4/29/16		0	day0	ARF	day0ARF	0	0	0	76						n	11271	n	novaseq	43452
43438_S1389_L003	43438	soil.hip.UTK.K016.02.2016.05.02.day20	83	0.09	0.2286	McGhee Tyson Airport Station	soil.hip	n	n	1.365	3.48	31168	7321971	n	9	19	spring	USA:Tennessee:Knoxville	23.84	22.6	21.36	43438	43439	26.11111111	16.11111111	21.11111111	1 Day	72	350.62	274.62	255.62	236.62	n					y	y	25	advanced		south	11271	5/2/16	soil	soil	y	No new on body but tunneling beneath & around extremeties for maggots; white fungus present approx. 2' west of donor extending out 6'	unknown	female	not_applicable	UTK.K016.02	n	Train	not_applicable	96.18	0	good	35.940959	-83.939774	cooled	3	unknown	160.02	not_applicable	soil.hip	Protein calorie malnutrition	USA	4/10/16		375.8333333	advanced	ARF	advancedARF	379.55	303.55	344.35	67					59	n	11271	n	novaseq	43438
43436_S1378_L003	43436	soil.hip.UTK.K016.02.2016.04.30.day18	80.4	0	0	McGhee Tyson Airport Station	soil.hip	n	n	1.524	3.246	14652	1658925	n	6	17	spring	USA:Tennessee:Knoxville	22.95	21.95	20.95	43436	43437	23.88888889	15	19.44444444	1 Day	72	305.63	237.63	220.63	203.63	n					y	y	25	advanced		south	11271	4/30/16	soil	soil	y	"No new, but mandibular dentures moved away from mouth approx. 11"""	unknown	female	not_applicable	UTK.K016.02	n	Train	not_applicable	100	0	good	35.940959	-83.939774	cooled	3	unknown	160.02	not_applicable	soil.hip	Protein calorie malnutrition	USA	4/10/16		332.7777778	advanced	ARF	advancedARF	338.1	270.1	312.9	67					81	n	11271	n	novaseq	43436
43418_S1376_L003	43418	soil.hip.UTK.K016.02.2016.05.01.day19	86.6	0.6	1.524	McGhee Tyson Airport Station	soil.hip	n	n	0.901	2.708	19288	900361	n	6	18	spring	USA:Tennessee:Knoxville	23.83	22.39	20.95	43418	43419	27.22222222	16.66666667	21.94444444	1 Day	72	328.02	256.02	238.02	220.02	n					y	y	25	advanced		south	11271	5/1/16	soil	soil	y	No new; more rain overnight	unknown	female	not_applicable	UTK.K016.02	n	Train	not_applicable	100	0	good	35.940959	-83.939774	cooled	3	unknown	160.02	not_applicable	soil.hip	Protein calorie malnutrition	USA	4/10/16		354.7222222	advanced	ARF	advancedARF	359.4	287.4	329.2	67					63	n	11271	n	novaseq	43418
43416_S1377_L003	43416	soil.hip.UTK.K016.02.2016.04.29.day17	50.8	0	0	McGhee Tyson Airport Station	soil.hip	n	n	1.471	1.914	19530	792074	n	6	16	spring	USA:Tennessee:Knoxville	24.17	23.28	22.39	43416	43417	28.33333333	13.88888889	21.11111111	1 Day	72	283.68	219.69	203.69	187.69	n					y	y	25	advanced		south	11271	4/29/16	soil	soil	y	No new	unknown	female	not_applicable	UTK.K016.02	n	Train	not_applicable	87.1	41.34	good	35.940959	-83.939774	cooled	3	unknown	160.02	not_applicable	soil.hip	Protein calorie malnutrition	USA	4/10/16		313.3333333	advanced	ARF	advancedARF	318.35	254.35	298.15	67					63	n	11271	n	novaseq	43416
43402_S1362_L003	43402	soil.hip.UTK.K016.02.2016.04.28.day16	74.7	0.1	0.254	McGhee Tyson Airport Station	soil.hip	n	n	0.25	12.258	18989	863620	n	6	15	spring	USA:Tennessee:Knoxville	24.91	24.11	23.31	43402	43403	28.33333333	17.22222222	22.77777778	1 Day	72	260.4	200.41	185.41	170.41	n					y	y	25	advanced		south	11271	4/28/16	soil	soil	y	No new	unknown	female	not_applicable	UTK.K016.02	n	Train	not_applicable	100	45.38	good	35.940959	-83.939774	cooled	3	unknown	160.02	not_applicable	soil.hip	Protein calorie malnutrition	USA	4/10/16		292.2222222	advanced	ARF	advancedARF	297.65	237.65	282.45	67		14.1	23.5	19.5	64	n	11271	n	novaseq	43402
43400_S1366_L003	43400	soil.hip.UTK.K016.02.2016.04.26.day14	60.6	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.243	10.832	19339	2312850	n	6	13	spring	USA:Tennessee:Knoxville	22.61	21.24	19.87	43400	43401	28.88888889	15	21.94444444	1 Day	72	212.95	160.95	147.95	134.95	n					"Y, not as abundant"	y	25	advanced		south	11271	4/26/16	soil	soil	y	No new	unknown	female	not_applicable	UTK.K016.02	n	Train	not_applicable	87.95	43.87	good	35.940959	-83.939774	cooled	3	unknown	160.02	not_applicable	soil.hip	Protein calorie malnutrition	USA	4/10/16		245.5555556	advanced	ARF	advancedARF	252.05	200.05	246.85	67					63	n	11271	n	novaseq	43400
43382_S1365_L003	43382	soil.hip.UTK.K016.02.2016.04.27.day15	58.6	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.442	8.077	33179	3146241	n	6	14	spring	USA:Tennessee:Knoxville	24.91	23.35	21.79	43382	43383	29.44444444	18.33333333	23.88888889	1 Day	72	236.29	180.3	166.3	152.3	n					"Y, not as extensive"	y	25	advanced		south	11271	4/27/16	soil	soil	y	No new	unknown	female	not_applicable	UTK.K016.02	n	Train	not_applicable	94.71	43.62	good	35.940959	-83.939774	cooled	3	unknown	160.02	not_applicable	soil.hip	Protein calorie malnutrition	USA	4/10/16		269.4444445	advanced	ARF	advancedARF	275.35	219.35	265.15	67					81	n	11271	n	novaseq	43382
43380_S1367_L003	43380	soil.hip.UTK.K016.02.2016.04.25.day13	59.9	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.581	5.171	23647	2384660	n	6	12	spring	USA:Tennessee:Knoxville	20.94	19.44	17.95	43380	43381	27.77777778	12.77777778	20.27777778	1 Day	72	191.71	143.71	131.71	119.71	n					y	y	25	advanced		south	11271	4/25/16	soil	soil	y	L. Foot Bag & R. Hand Bag busted open but no evidence of new scavenging	unknown	female	not_applicable	UTK.K016.02	n	Train	not_applicable	94.71	35.02	good	35.940959	-83.939774	cooled	3	unknown	160.02	not_applicable	soil.hip	Protein calorie malnutrition	USA	4/10/16		223.6111111	advanced	ARF	advancedARF	229.9	181.9	229.7	67						n	11271	n	novaseq	43380
43366_S1368_L003	43366	soil.hip.UTK.K016.02.2016.04.24.day12	61.8	0	0	McGhee Tyson Airport Station	soil.hip	n	n	1.016	4.513	24376	4599414	n	6	11	spring	USA:Tennessee:Knoxville	19.85	18.24	16.63	43366	43367	26.11111111	8.888888889	17.5	1 Day	72	172.27	128.27	117.27	106.27	n					y	y	21	advanced		south	11271	4/24/16	soil	soil	y	No new	unknown	female	not_applicable	UTK.K016.02	n	Train	not_applicable	94.12	45.64	good	35.940959	-83.939774	cooled	3	unknown	160.02	not_applicable	soil.hip	Protein calorie malnutrition	USA	4/10/16		203.3333333	advanced	ARF	advancedARF	209.6	165.6	214.4	67					59	n	11271	n	novaseq	43366
43364_S1385_L003	43364	soil.hip.UTK.K016.02.2016.04.22.day10	85.7	0.12	0.3048	McGhee Tyson Airport Station	soil.hip	n	n	0.311	6.763	26942	2348616	n	9	9	spring	USA:Tennessee:Knoxville	18.11	17.7	17.29	43364	43365	22.77777778	12.77777778	17.77777778	1 Day	72	136.85	100.85	91.85	82.85	n					y	y	20	advanced		south	11271	4/22/16	soil	soil	y	Leg movement only	unknown	female	not_applicable	UTK.K016.02	n	Train	not_applicable	100	0	good	35.940959	-83.939774	cooled	3	unknown	160.02	not_applicable	soil.hip	Protein calorie malnutrition	USA	4/10/16		169.7222222	active	ARF	activeARF	175.65	139.65	190.45	67					69	n	11271	n	novaseq	43364
43346_S1396_L003	43346	soil.hip.UTK.K016.02.2016.04.23.day11	76.9	0.37	0.9398	McGhee Tyson Airport Station	soil.hip	n	n	0.063	9.68	36530	2712670	n	9	10	spring	USA:Tennessee:Knoxville	18.19	17.18	16.16	43346	43347	22.22222222	10	16.11111111	1 Day	72	154.03	114.03	104.03	94.03	n					y	y	24	advanced		south	11271	4/23/16	soil	soil	y	"More extensive on all limbs, plus R. Lateral Lower leg"	unknown	female	not_applicable	UTK.K016.02	n	Train	not_applicable	100	0	good	35.940959	-83.939774	cooled	3	unknown	160.02	not_applicable	soil.hip	Protein calorie malnutrition	USA	4/10/16		185.8333333	active	ARF	activeARF	191.8	151.8	201.6	67		15.6	27.8	21.5	64	n	11271	n	novaseq	43346
43344_S1383_L003	43344	soil.hip.UTK.K016.02.2016.04.21.day9	43.8	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.277	5.386	47599	3026983	n	9	8	spring	USA:Tennessee:Knoxville	18.71	17.78	16.86	43344	43345	26.11111111	16.66666667	21.38888889	1 Day	72	119.15	87.16	79.16	71.16	n					y	y	20	advanced		south	11271	4/21/16	soil	soil	y	Up. L. Arm; R. Arm to wrist; Both inner thighs; New: Lower L. Leg	unknown	female	not_applicable	UTK.K016.02	n	Train	not_applicable	100	0	good	35.940959	-83.939774	cooled	3	unknown	160.02	not_applicable	soil.hip	Protein calorie malnutrition	USA	4/10/16		151.9444445	active	ARF	activeARF	158.9	126.9	178.7	67					69	n	11271	n	novaseq	43344
43330_S1391_L003	43330	soil.hip.UTK.K016.02.2016.04.20.day8	42.8	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.057	7.511	23582	3897857	n	9	7	spring	USA:Tennessee:Knoxville	17.37	16.4	15.43	43330	43331	30	16.66666667	23.33333333	1 Day	72	101.37	73.37	66.37	59.37	n					"Y, Face , L. Arm"	y	13	active		south	11271	4/20/16	soil	soil	y	R. Arm and L. Upper arm skeletonized to bone; L & R Inner thighs; muscle exposed	unknown	female	not_applicable	UTK.K016.02	n	Train	not_applicable	81.15	28.16	good	35.940959	-83.939774	cooled	3	unknown	160.02	not_applicable	soil.hip	Protein calorie malnutrition	USA	4/10/16		130.5555556	active	ARF	activeARF	137.7	109.7	162.5	67		17.1	27	20.6	83	n	11271	n	novaseq	43330
43328_S1300_L003	43328	soil.hip.UTK.K016.02.2016.04.18.day6	42.7	0	0	McGhee Tyson Airport Station	soil.hip	n	n	1.606	6.744	22089	10243746	n	3	5	spring	USA:Tennessee:Knoxville	15.34	14.4	13.46	43328	43329	28.88888889	9.444444444	19.16666667	1 Day	72	69.82	49.82	44.82	39.82	n					"Y, Face only"	y	5	early		south	11271	4/18/16	soil	soil	y	"R. Arm, L. Arm"	unknown	female	not_applicable	UTK.K016.02	n	Train	not_applicable	83.98	17.18	good	35.940959	-83.939774	cooled	3	unknown	160.02	not_applicable	soil.hip	Protein calorie malnutrition	USA	4/10/16		86.66666667	active	ARF	activeARF	95.4	75.4	130.2	67		18	26.3	21.7	83	n	11271	n	novaseq	43328
43310_S1397_L003	43310	soil.hip.UTK.K016.02.2016.04.19.day7	43.3	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.122	12.08	25262	2473326	n	9	6	spring	USA:Tennessee:Knoxville	16.16	15.15	14.15	43310	43311	29.44444444	11.66666667	20.55555556	1 Day	72	84.97	60.97	54.97	48.97	n					"Y, mouth, face"	y	5	early		south	11271	4/19/16	soil	soil	y	"R. Arm, L. Up. Arm, L. Inner Thigh"	unknown	female	not_applicable	UTK.K016.02	n	Train	not_applicable	84.55	25.74	good	35.940959	-83.939774	cooled	3	unknown	160.02	not_applicable	soil.hip	Protein calorie malnutrition	USA	4/10/16		107.2222222	active	ARF	activeARF	115.4	91.4	145.2	67		14.5	24.3	20.1	72	n	11271	n	novaseq	43310
43294_S1334_L003	43294	soil.hip.UTK.K016.02.2016.04.16.day4	41.4	0	0	McGhee Tyson Airport Station	soil.hip	n	n	2.476	9.64	36336	8377968	n	5	3	spring	USA:Tennessee:Knoxville	14.5	13.72	12.95	43294	43295	23.88888889	6.111111111	15	1 Day	72	41.63	29.63	26.63	23.63	n					First instar only in nosrils; oviposition elsewhere	First instar only in nosrils; oviposition elsewhere	3	early		south	11271	4/16/16	soil	soil	n	not_applicable	unknown	female	not_applicable	UTK.K016.02	n	Train	not_applicable	74.06	21.13	good	35.940959	-83.939774	cooled	3	unknown	160.02	not_applicable	soil.hip	Protein calorie malnutrition	USA	4/10/16		51.38888889	active	ARF	activeARF	57.4	45.4	102.2	67		20.7	33.4	25	64	n	11271	n	novaseq	43294
43292_S1308_L003	43292	soil.hip.UTK.K016.02.2016.04.14.day2	59.9	0	0	McGhee Tyson Airport Station	soil.hip	n	n	3.06	11.924	28901	7919218	n	3	1	spring	USA:Tennessee:Knoxville	14.63	13.73	12.83	43292	43293	24.44444444	12.77777778	18.61111111	1 Day	72	13.73	9.73	8.73	7.73	n					n	n	3	early		south	11271	4/14/16	soil	soil	n	not_applicable	unknown	female	not_applicable	UTK.K016.02	n	Train	not_applicable	92.06	30.34	good	35.940959	-83.939774	cooled	3	unknown	160.02	not_applicable	soil.hip	Protein calorie malnutrition	USA	4/10/16		18.61111111	early	ARF	earlyARF	19.95	15.95	44.85	67					81	n	11271	n	novaseq	43292
43274_S1336_L003	43274	soil.hip.UTK.K016.02.2016.04.15.day3	44.8	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.258	28.046	6316	2199866	n	5	2	spring	USA:Tennessee:Knoxville	14.83	14.18	13.53	43274	43275	23.33333333	12.22222222	17.77777778	1 Day	72	27.91	19.91	17.91	15.91	n					n	n	3	early		south	11271	4/15/16	soil	soil	n	not_applicable	unknown	female	not_applicable	UTK.K016.02	n	Train	not_applicable	77.18	24.53	good	35.940959	-83.939774	cooled	3	unknown	160.02	not_applicable	soil.hip	Protein calorie malnutrition	USA	4/10/16		36.38888889	early	ARF	earlyARF	39.65	31.65	89.45	67		19.3	24.4	21.6	83	n	11271	n	novaseq	43274
43272_S1309_L003	43272	soil.hip.UTK.K016.02.2016.04.13.day1	51.3	0	0	McGhee Tyson Airport Station	soil.hip	n	n	1.275	9.871	16297	3762156	n	3	0	spring	USA:Tennessee:Knoxville	20.82	17.1	13.38	43272	43273	21.66666667	6.111111111	13.88888889	1 Day	72	0	0	0	0	n					n	n	3	day0		south	11271	4/13/16	soil	soil	n	not_applicable	unknown	female	not_applicable	UTK.K016.02	n	Train	not_applicable	79.16	35.53	good	35.940959	-83.939774	cooled	3	unknown	160.02	not_applicable	soil.hip	Protein calorie malnutrition	USA	4/10/16		0	day0	ARF	day0ARF	0	0	0	67					81	n	11271	n	novaseq	43272
25978_S1351_L003	25978	soil.hip.UTK.K016.01.2016.04.24.day20	61.8	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.525	7.123	27668	3699297	n	6	19	spring	USA:Tennessee:Knoxville	36.2	35.59	34.98	25978	25979	26.11111111	8.888888889	17.5	hours	104	383.98	307.98	288.98	269.98	n					y	y	23	advanced		south	11271	4/24/16	soil	soil	y	No new	unknown	female	not_applicable	UTK.K016.01	n	Train	not_applicable	96.4	41.9	good	35.940959	-83.939774	cooled	4	unknown	157	not_applicable	soil.hip	Endstage Chronic Obstructive Pulmonary Disease	USA	3/31/16		293.6111111	advanced	ARF	advancedARF	323.46	247.45	228.42	83					59	n	11271	n	novaseq	25978
25976_S1347_L003	25976	soil.hip.UTK.K016.01.2016.04.22.day18	85.7	0.12	0.3048	McGhee Tyson Airport Station	soil.hip	n	n	0.466	6.984	33539	4751302	n	6	17	spring	USA:Tennessee:Knoxville	36.98	35.02	33.05	25976	25977	22.77777778	12.77777778	17.77777778	hours	104	312.53	244.53	227.53	210.53	n					y	y	21	advanced		south	11271	4/22/16	soil	soil	y	No new	unknown	female	not_applicable	UTK.K016.01	n	Train	not_applicable	100	100	good	35.940959	-83.939774	cooled	4	unknown	157	not_applicable	soil.hip	Endstage Chronic Obstructive Pulmonary Disease	USA	3/31/16		260	advanced	ARF	advancedARF	288.92	220.91	203.88	83		19.6	28.6	22.3	64	n	11271	n	novaseq	25976
25958_S1350_L003	25958	soil.hip.UTK.K016.01.2016.04.23.day19	76.9	0.37	0.9398	McGhee Tyson Airport Station	soil.hip	n	n	0.597	4.666	11444	3873223	n	6	18	spring	USA:Tennessee:Knoxville	36.59	35.86	35.13	25958	25959	22.22222222	10	16.11111111	hours	104	348.39	276.39	258.39	240.39	n					y	y	23	advanced		south	11271	4/23/16	soil	soil	y	No new; right arm moved	unknown	female	not_applicable	UTK.K016.01	n	Train	not_applicable	100	52.5	good	35.940959	-83.939774	cooled	4	unknown	157	not_applicable	soil.hip	Endstage Chronic Obstructive Pulmonary Disease	USA	3/31/16		276.1111111	advanced	ARF	advancedARF	305.37	233.36	215.33	83					59	n	11271	n	novaseq	25958
25956_S1346_L003	25956	soil.hip.UTK.K016.01.2016.04.21.day17	43.8	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.258	13.086	39282	1927794	n	6	16	spring	USA:Tennessee:Knoxville	37.18	34.98	32.78	25956	25957	26.11111111	16.66666667	21.38888889	hours	104	277.51	213.51	197.51	181.51	n					y	y	23	advanced		south	11271	4/21/16	soil	soil	y	No new	unknown	female	not_applicable	UTK.K016.01	n	Train	not_applicable	100	31.5	good	35.940959	-83.939774	cooled	4	unknown	157	not_applicable	soil.hip	Endstage Chronic Obstructive Pulmonary Disease	USA	3/31/16		242.2222222	advanced	ARF	advancedARF	272.51	208.5	192.48	83					59	n	11271	n	novaseq	25956
25942_S1399_L003	25942	soil.hip.UTK.K016.01.2016.04.20.day16	42.8	0	0	McGhee Tyson Airport Station	soil.hip	n	n	1.771	2.542	14674	781900	n	9	15	spring	USA:Tennessee:Knoxville	32.78	30.87	28.95	25942	25943	30	16.66666667	23.33333333	hours	104	242.53	182.53	167.53	152.53	n					y	y	20	advanced		south	11271	4/20/16	soil	soil	y	No new	unknown	female	not_applicable	UTK.K016.01	n	Train	not_applicable	81.9	28.9	good	35.940959	-83.939774	cooled	4	unknown	157	not_applicable	soil.hip	Endstage Chronic Obstructive Pulmonary Disease	USA	3/31/16		220.8333333	advanced	ARF	advancedARF	251.61	191.6	176.58	83						n	11271	n	novaseq	25942
25940_S1329_L003	25940	soil.hip.UTK.K016.01.2016.04.18.day14	42.7	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.278	17.697	14514	2227124	n	5	13	spring	USA:Tennessee:Knoxville	25.63	22.86	20.09	25940	25941	28.88888889	9.444444444	19.16666667	hours	104	184.21	132.21	119.21	106.21	n					y	y	14	active		south	11271	4/18/16	soil	soil	y	No new	unknown	female	not_applicable	UTK.K016.01	n	Train	not_applicable	85.1	17.9	good	35.940959	-83.939774	cooled	4	unknown	157	not_applicable	soil.hip	Endstage Chronic Obstructive Pulmonary Disease	USA	3/31/16		176.9444445	active	ARF	activeARF	209.55	157.54	144.51	83						n	11271	n	novaseq	25940
25929_S1315_L003	25929	soil.ctrl.UTK.K016.01.2016.04.18.day14	42.7	0	0	McGhee Tyson Airport Station	soil.control	n	y	0.075	12.185	24652	1221760	n	3	13	spring	USA:Tennessee:Knoxville	25.63	22.86	20.09	25929	not_applicable	28.88888889	9.444444444	19.16666667	hours	104	184.21	132.21	119.21	106.21	y					y	y	14	active		south	11271	4/18/16	soil	soil_control	y	No new	unknown	female	not_applicable	UTK.K016.01	n	Train	not_applicable	85.1	17.9	good	35.940959	-83.939774	cooled	4	unknown	157	not_applicable	not_applicable	Endstage Chronic Obstructive Pulmonary Disease	USA	3/31/16		176.9444445	NA	ARF	NA	209.55	157.54	144.51	83					63	n	11271	n	novaseq	25929
25920_S1304_L003	25920	soil.hip.UTK.K016.01.2016.04.17.day13	44.8	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.916	5.27	26304	3574355	n	3	12	spring	USA:Tennessee:Knoxville	20.09	18.96	17.83	25920	25921	26.11111111	6.111111111	16.11111111	hours	104	161.35	113.35	101.35	89.35	n					y	y	12	active		south	11271	4/17/16	soil	soil	y	No new	unknown	female	not_applicable	UTK.K016.01	n	Train	not_applicable	84	19.5	good	35.940959	-83.939774	cooled	4	unknown	157	not_applicable	soil.hip	Endstage Chronic Obstructive Pulmonary Disease	USA	3/31/16		157.7777778	active	ARF	activeARF	189.75	141.74	129.71	83					69	n	11271	n	novaseq	25920
25906_S1310_L003	25906	soil.hip.UTK.K016.01.2016.04.16.day12	41.4	0	0	McGhee Tyson Airport Station	soil.hip	n	n	1.312	6.522	23724	3972033	n	3	11	spring	USA:Tennessee:Knoxville	17.83	16.76	15.69	25906	25907	23.88888889	6.111111111	15	hours	104	142.39	98.39	87.39	76.39	n					y	y	9	active		south	11271	4/16/16	soil	soil	y	Add R. Thigh	unknown	female	not_applicable	UTK.K016.01	n	Train	not_applicable	74.4	20.9	good	35.940959	-83.939774	cooled	4	unknown	157	not_applicable	soil.hip	Endstage Chronic Obstructive Pulmonary Disease	USA	3/31/16		141.6666667	active	ARF	activeARF	171.71	127.7	116.67	83		20.1	22.6	20.8	72	n	11271	n	novaseq	25906
25904_S1305_L003	25904	soil.hip.UTK.K016.01.2016.04.14.day10	59.9	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.622	8.999	30747	4291896	n	3	9	spring	USA:Tennessee:Knoxville	15.17	14.41	13.64	25904	25905	24.44444444	12.77777778	18.61111111	hours	104	109.94	73.94	64.94	55.94	n					y	y	3	early		south	11271	4/14/16	soil	soil	y	Same areas	unknown	female	not_applicable	UTK.K016.01	n	Train	not_applicable	94.6	22.4	good	35.940959	-83.939774	cooled	4	unknown	157	not_applicable	soil.hip	Endstage Chronic Obstructive Pulmonary Disease	USA	3/31/16		108.8888889	active	ARF	activeARF	131.78	95.77	86.74	83					81	n	11271	n	novaseq	25904
25886_S1339_L003	25886	soil.hip.UTK.K016.01.2016.04.15.day11	44.8	0	0	McGhee Tyson Airport Station	soil.hip	n	n	1.212	8.012	16851	4195423	n	5	10	spring	USA:Tennessee:Knoxville	16.21	15.69	15.17	25886	25887	23.33333333	12.22222222	17.77777778	hours	104	125.63	85.63	75.63	65.63	n					y	y	8	active		south	11271	4/15/16	soil	soil	y	Add R. Arm	unknown	female	not_applicable	UTK.K016.01	n	Train	not_applicable	79.9	18.1	good	35.940959	-83.939774	cooled	4	unknown	157	not_applicable	soil.hip	Endstage Chronic Obstructive Pulmonary Disease	USA	3/31/16		126.6666667	active	ARF	activeARF	152.83	112.82	102.79	83		15.8	30.3	22.6	64	n	11271	n	novaseq	25886
